,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2018-08-06,89,36,,,18,,34,,,,,3833,1287,,78,622,243,162,14,43,19,370
2018-08-07,86,38,,,11,,17,,,,,3721,1245,,64,652,187,179,18,63,168,329
2018-08-08,102,36,,,16,,27,,,,,3504,1196,,78,593,200,168,8,84,189,286
2018-08-09,79,36,,,24,,10,,,,,3887,1237,,83,623,181,201,10,52,40,315
2018-08-10,79,20,,,17,,23,,,,,3654,1107,,58,605,207,189,12,78,28,328
2018-08-11,94,15,,,11,,21,,,,,3248,1011,,53,587,142,139,12,52,19,311
2018-08-12,80,33,,,12,,20,,,,,8518,1504,,46,978,302,158,15,44,27,455
2018-08-13,95,33,,,15,,17,,,,,4770,1425,,53,828,214,159,13,60,32,363
2018-08-14,95,36,,,18,,21,,,,,4252,1211,,86,701,268,184,11,63,34,369
2018-08-15,96,29,,,21,,18,,,,,3736,1050,,88,586,180,179,12,56,27,361
2018-08-16,94,26,,,15,,22,,,,,3479,1118,,84,586,216,187,10,48,28,342
2018-08-17,99,21,,,20,,26,,,,,3081,1037,,73,611,182,157,8,71,18,356
2018-08-18,99,15,,,32,,10,,,,,4206,1335,,56,620,189,108,9,49,21,470
2018-08-19,91,29,,,11,,26,,,,,3826,1568,,65,608,217,137,12,59,29,507
2018-08-20,85,31,,,14,,18,,,,,3683,1421,,74,647,174,220,17,69,21,426
2018-08-21,90,37,,,16,,19,,,,,3377,1159,,56,629,163,189,4,71,41,366
2018-08-22,110,35,,,21,,17,,,,,3403,1108,,65,555,197,205,12,66,35,391
2018-08-23,116,39,,,21,,27,,,,,3307,1119,,61,599,190,162,10,64,34,343
2018-08-24,118,35,,,18,,21,,,,,3261,1217,,78,541,203,180,17,72,38,338
2018-08-25,102,30,,,12,,30,,,,,3711,1365,,39,562,180,119,9,52,22,336
2018-08-26,92,26,,,29,,33,,,,,3343,1621,,36,545,159,118,12,57,18,416
2018-08-27,102,45,,,20,,54,,,,,3601,1693,,66,603,186,162,6,82,23,399
2018-08-28,74,22,,,32,,23,,,,,4544,2358,,51,963,237,206,13,52,33,447
2018-08-29,94,47,,,19,,42,,,,,4751,1531,,75,639,194,178,15,64,35,323
2018-08-30,67,44,,,20,,27,,,,,3576,1218,,86,585,221,158,18,35,22,304
2018-08-31,84,11,,,18,,18,,,,,3292,1087,,69,573,149,181,8,50,22,331
2018-09-01,95,27,,,9,,19,,,,,2918,1023,,49,412,151,130,5,52,20,318
2018-09-02,111,26,,,14,,7,,,,,4088,1104,,51,600,177,128,12,36,17,457
2018-09-03,81,23,,,15,,23,,,,,3386,1241,,75,614,171,154,7,59,28,449
2018-09-04,84,34,,,17,,19,,,,,5682,1159,,80,622,215,170,13,64,23,383
2018-09-05,67,22,,,20,,33,,,,,3827,1160,,95,605,177,192,15,50,37,424
2018-09-06,78,28,,,17,,29,,,,,3710,1158,,52,632,195,189,7,48,21,396
2018-09-07,74,18,,,27,,18,,,,,3396,933,,45,538,155,174,4,67,18,353
2018-09-08,56,24,,,9,,16,,,,,3304,1003,,40,514,137,130,4,40,18,378
2018-09-09,70,22,,,18,,14,,,,,3689,1169,,53,594,202,149,14,40,13,422
2018-09-10,63,28,,,12,,30,,,,,4311,1263,,68,646,178,154,13,58,22,479
2018-09-11,95,23,,,21,,31,,,,,4340,1593,,71,613,198,208,11,54,36,565
2018-09-12,93,21,,,18,,18,,,,,3761,1234,,71,591,225,185,6,46,25,397
2018-09-13,82,19,,,26,,17,,,,,3619,1101,,66,562,208,198,8,63,22,406
2018-09-14,67,33,,,17,,16,,,,,3299,1160,,60,499,200,195,9,67,22,421
2018-09-15,86,31,,,18,,15,,,,,3351,1345,,50,531,169,126,9,78,33,472
2018-09-16,61,36,,,24,,36,,,,,3589,1345,,51,612,276,152,11,57,19,440
2018-09-17,70,40,,,37,,19,,,,,4860,1245,,83,1346,192,195,19,67,27,496
2018-09-18,72,33,,,7,,27,,,,,4107,1133,,79,606,187,188,10,73,33,427
2018-09-19,85,32,,,11,,25,,,,,3655,1117,,67,609,194,175,11,58,27,438
2018-09-20,86,38,,,10,,32,,,,,3922,1165,,72,632,200,175,13,87,32,368
2018-09-21,99,23,,,24,,23,,,,,7627,996,,52,564,163,184,12,101,38,471
2018-09-22,75,33,,,19,,26,,,,,3270,1000,,42,524,130,180,7,80,22,483
2018-09-23,94,45,,,12,,15,,,,,4444,1249,,52,536,188,197,10,70,19,521
2018-09-24,73,31,,,9,,32,,,,,4170,1453,,63,645,196,188,15,74,16,502
2018-09-25,91,40,,,15,,31,,,,,3947,1453,,71,564,242,193,21,83,27,384
2018-09-26,90,32,,,17,,24,,,,,3537,1130,,57,616,205,202,10,68,17,386
2018-09-27,85,34,,,15,,27,,,,,3623,1117,,48,548,201,168,9,67,35,334
2018-09-28,98,33,,,16,,28,,,,,7119,1089,,56,496,196,174,8,58,31,382
2018-09-29,102,29,,,5,,29,,,,,3094,1121,,37,475,171,164,10,74,11,892
2018-09-30,161,27,,,12,,24,,,,,3446,1092,,48,460,154,177,14,62,28,482
2018-10-01,78,18,,,23,,20,,,,,3893,1208,,62,476,172,165,14,136,28,425
2018-10-02,85,28,,,17,,12,,,,,3673,1208,,70,522,191,176,18,85,26,435
2018-10-03,81,28,,,13,,25,,,,,3372,1071,,101,557,212,155,22,78,24,407
2018-10-04,87,37,,,13,,13,,,,,3184,1087,,55,476,182,193,13,159,39,404
2018-10-05,77,39,,,24,,21,,,,,3287,1216,,89,522,184,171,15,133,16,393
2018-10-06,80,24,,,19,,18,,,,,2978,1016,,51,438,139,114,7,89,14,325
2018-10-07,74,26,,,18,,13,,,,,3096,1049,,44,520,151,118,15,102,10,535
2018-10-08,79,30,,,20,,32,,,,,3553,1265,,97,575,174,186,18,156,21,398
2018-10-09,99,37,,,17,,35,,,,,3705,1198,,95,577,182,187,19,375,26,386
2018-10-10,91,39,,,14,,24,,,,,3606,1283,,123,516,198,210,35,1108,28,392
2018-10-11,146,41,,,17,,22,,,,,3843,1246,,78,554,208,204,37,1576,26,416
2018-10-12,63,48,,,19,,51,,,,,3920,1444,,66,561,172,224,90,4886,39,510
2018-10-13,69,50,,,18,,30,,,,,3076,1211,,53,466,137,157,42,2492,32,338
2018-10-14,89,20,,,14,,27,,,,,3398,1114,,38,464,189,163,28,1221,28,368
2018-10-15,79,24,,,23,,21,,,,,4180,1308,,69,643,219,171,45,1014,35,395
2018-10-16,72,26,,,16,,19,,,,,5840,2402,,74,911,275,221,29,622,34,1074
2018-10-17,92,43,,,20,,27,,,,,6333,3546,,74,891,213,226,18,469,37,1628
2018-10-18,86,48,,,20,,31,,,,,6373,3403,,81,798,195,233,24,434,25,1392
2018-10-19,83,38,,,22,,26,,,,,5998,3774,,65,940,197,240,25,486,59,1430
2018-10-20,68,21,,,12,,16,,,,,5103,2629,,39,821,153,168,22,259,14,1019
2018-10-21,58,30,,,17,,11,,,,,4424,2068,,57,703,189,138,19,281,30,760
2018-10-22,81,127,,,14,,41,,,,,6084,3096,,78,783,255,222,14,229,23,764
2018-10-23,83,184,,,22,,24,,,,,5250,2916,,57,792,205,199,24,232,40,605
2018-10-24,82,41,,,17,,15,,,,,6436,3758,,68,801,183,257,28,273,21,1173
2018-10-25,93,44,,,30,,37,,,,,7967,9729,,59,1014,267,280,19,258,19,1640
2018-10-26,88,32,,,30,,33,,,,,5004,4903,,50,802,216,174,24,203,35,856
2018-10-27,107,41,,,24,,36,,,,,4064,2778,,59,774,195,165,11,135,22,790
2018-10-28,74,33,,,33,,24,,,,,4329,2561,,34,649,199,162,22,138,24,1077
2018-10-29,164,30,,,39,,42,,,,,4176,1752,,63,671,244,198,7,134,29,569
2018-10-30,71,25,,,16,,21,,,,,4065,1742,,67,611,232,187,13,140,37,616
2018-10-31,103,17,,,12,,34,,,,,3557,1389,,69,586,216,193,10,173,29,543
2018-11-01,78,34,,,15,,20,,,,,3820,1518,,49,650,208,205,27,166,19,475
2018-11-02,105,21,,,13,,23,,,,,3475,1267,,70,643,177,181,16,154,23,560
2018-11-03,94,24,,,12,,32,,,,,5677,1396,,40,648,191,137,16,216,20,417
2018-11-04,108,35,,,17,,9,,,,,3795,1332,,56,543,204,136,16,385,18,505
2018-11-05,60,41,,,10,,32,,,,,3929,1449,,61,609,269,196,11,234,24,560
2018-11-06,74,33,,,18,,12,,,,,3975,1448,,88,679,257,209,27,194,26,483
2018-11-07,114,38,,,29,,33,,,,,3670,1313,,73,639,245,170,12,167,32,468
2018-11-08,99,31,,,23,,33,,,,,3807,1263,,78,1036,236,169,14,149,23,496
2018-11-09,93,21,,,19,,23,,,,,3250,1143,,68,679,240,184,13,131,36,364
2018-11-10,78,30,,,29,,18,,,,,2971,1071,,38,513,169,181,16,137,34,365
2018-11-11,90,26,,,20,,25,,,,,3648,1246,,37,589,191,148,12,120,14,418
2018-11-12,92,30,,,23,,31,,,,,3769,1340,,77,702,311,183,14,120,33,456
2018-11-13,94,24,,,19,,31,,,,,3946,1330,,70,640,294,180,19,128,37,435
2018-11-14,163,42,,,35,,77,,,,,3787,1295,,71,657,284,205,16,109,24,549
2018-11-15,148,22,,,17,,80,,,,,3642,1340,,53,545,229,211,8,78,43,435
2018-11-16,119,27,,,33,,33,,,,,3327,1177,,76,540,180,181,16,88,30,491
2018-11-17,72,40,,,22,,19,,,,,2865,1199,,41,474,158,142,8,89,33,355
2018-11-18,58,21,,,32,,23,,,,,3120,1221,,49,439,196,146,10,93,18,371
2018-11-19,70,25,,,18,,16,,,,,3394,1261,,65,585,216,175,12,80,33,434
2018-11-20,79,35,,,19,,23,,,,,3324,1169,,76,516,246,169,20,99,25,462
2018-11-21,96,27,,,30,,40,,,,,5234,1063,,87,505,243,176,20,96,30,346
2018-11-22,70,53,,,13,,32,,,,,3187,1125,,82,551,221,171,10,95,33,328
2018-11-23,78,21,,,25,,19,,,,,3030,1018,,74,456,214,136,8,65,29,340
2018-11-24,104,23,,,20,,26,,,,,2639,1002,,68,444,192,100,6,63,20,335
2018-11-25,81,28,,,18,,17,,,,,3239,1207,,83,481,188,143,20,77,24,549
2018-11-26,113,32,,,19,,23,,,,,4449,1161,,135,523,248,176,13,93,25,449
2018-11-27,90,26,,,25,,19,,,,,3506,1216,,134,496,219,179,12,86,32,508
2018-11-28,86,18,,,19,,14,,,,,3462,1194,,130,490,227,183,14,79,11,516
2018-11-29,101,20,,,18,,25,,,,,3785,1349,,152,467,245,205,9,60,21,487
2018-11-30,109,18,,,25,,22,,,,,3399,1581,,69,525,196,184,7,61,19,375
2018-12-01,68,21,,,17,,16,,,,,2979,1396,,68,545,187,143,13,61,15,315
2018-12-02,82,26,,,11,,31,,,,,4585,1567,,63,536,199,157,9,46,11,391
2018-12-03,82,24,,,28,,31,,,,,3902,1373,,81,587,240,205,12,70,17,432
2018-12-04,87,29,,,14,,28,,,,,3633,1235,,133,598,212,195,13,96,26,479
2018-12-05,81,28,,,17,,24,,,,,4588,1342,,149,556,230,183,19,83,26,468
2018-12-06,110,26,,,19,,23,,,,,3948,1381,,175,614,226,186,9,79,24,445
2018-12-07,94,57,,,11,,34,,,,,3411,1251,,88,582,239,260,14,78,15,398
2018-12-08,96,30,,,24,,30,,,,,3378,1178,,42,510,224,295,3,54,14,367
2018-12-09,76,52,,,14,,41,,,,,3410,1154,,64,525,175,227,9,60,12,393
2018-12-10,101,38,,,22,,32,,,,,3745,1326,,82,560,206,243,8,88,21,442
2018-12-11,136,57,,,27,,36,,,,,3848,1450,,118,590,271,238,6,76,19,552
2018-12-12,90,71,,,27,,26,,,,,3448,1559,,71,531,222,249,19,62,19,439
2018-12-13,87,41,,,16,,20,,,,,3428,1445,,284,528,234,219,15,58,22,488
2018-12-14,82,37,,,27,,21,,,,,3238,1293,,106,517,165,218,11,49,13,430
2018-12-15,72,45,,,17,,23,,,,,2746,1153,,51,500,153,179,8,34,16,392
2018-12-16,110,39,,,15,,18,,,,,3202,1148,,49,521,185,173,12,50,9,411
2018-12-17,98,31,,,20,,31,,,,,3374,1192,,80,490,209,196,16,65,23,493
2018-12-18,70,36,,,17,,19,,,,,3165,1500,,64,597,231,192,11,55,10,420
2018-12-19,78,37,,,22,,17,,,,,3616,1191,,86,565,217,169,14,68,21,405
2018-12-20,93,41,,,16,,21,,,,,3157,1226,,83,596,218,195,7,60,13,377
2018-12-21,113,28,,,22,,17,,,,,2820,1163,,62,472,123,157,6,53,19,430
2018-12-22,71,30,,,16,,15,,,,,3715,1836,,60,467,168,184,8,52,11,337
2018-12-23,70,25,,,20,,23,,,,,2933,1333,,62,576,130,154,11,62,14,355
2018-12-24,88,45,,,20,,14,,,,,2777,1217,,69,527,176,127,5,51,25,348
2018-12-25,62,24,,,9,,16,,,,,2780,1133,,49,478,137,151,7,50,19,296
2018-12-26,93,30,,,23,,16,,,,,3723,1980,,67,618,161,159,16,57,10,394
2018-12-27,110,39,,,18,,26,,,,,4687,2582,,52,853,188,196,26,85,13,595
2018-12-28,110,49,,,12,,32,,,,,2969,1315,,62,549,177,153,15,86,13,420
2018-12-29,100,56,,,14,,27,,,,,3206,1473,,70,501,150,119,7,90,7,470
2018-12-30,123,32,,,30,,15,,,,,3064,1550,,87,468,155,151,18,81,10,389
2018-12-31,95,50,,,21,,16,,,,,2691,1204,,76,460,126,138,7,76,13,396
2019-01-01,90,36,,,21,,14,,,,,3127,1162,,44,486,143,133,11,63,10,404
2019-01-02,102,35,,,14,,25,,,,,3529,1347,,76,538,177,175,12,50,12,872
2019-01-03,83,26,,,25,,14,,,,,3418,2712,,77,524,181,186,14,128,12,521
2019-01-04,118,39,,,16,,24,,,,,3185,1885,,87,526,189,178,17,115,14,491
2019-01-05,79,36,,,16,,29,,,,,3029,1258,,50,642,167,151,16,81,8,477
2019-01-06,98,41,,,21,,29,,,,,3350,1326,,45,590,143,138,16,52,11,560
2019-01-07,90,20,,,18,,31,,,,,3617,1260,,95,682,184,205,28,65,19,542
2019-01-08,123,49,,,17,,26,,,,,3486,1340,,67,613,227,217,11,77,22,507
2019-01-09,100,26,,,21,,30,,,,,3602,1337,,100,597,170,196,16,109,16,569
2019-01-10,124,35,,,25,,21,,,,,3874,1689,,148,647,250,238,15,114,16,579
2019-01-11,102,34,,,22,,39,,,,,3696,1864,,130,539,220,194,14,92,15,545
2019-01-12,81,22,,,19,,30,,,,,3891,1390,,83,582,182,162,11,67,10,530
2019-01-13,96,28,,,18,,19,,,,,3826,1698,,100,512,207,165,15,63,16,660
2019-01-14,85,25,,,16,,40,,,,,3870,1757,,102,623,253,228,23,67,20,608
2019-01-15,95,22,,,23,,32,,,,,3776,1641,,156,580,263,193,27,68,12,585
2019-01-16,107,47,,,32,,17,,,,,3849,1429,,145,598,228,190,25,79,16,577
2019-01-17,131,24,,,19,,35,,,,,3652,1446,,167,735,252,227,6,74,23,672
2019-01-18,90,33,,,22,,37,,,,,3578,1407,,96,565,225,210,9,85,33,608
2019-01-19,91,21,,,22,,40,,,,,4296,1354,,115,543,190,138,10,62,36,561
2019-01-20,117,28,,,14,,31,,,,,4674,1300,,63,569,211,165,7,68,17,529
2019-01-21,106,12,,,17,,33,,,,,3595,1313,,56,585,209,158,15,56,26,420
2019-01-22,72,15,,,18,,27,,,,,3606,1277,,91,583,240,212,9,109,28,425
2019-01-23,78,26,,,11,,30,,,,,3471,1348,,149,591,218,204,11,93,30,488
2019-01-24,108,22,,,19,,34,,,,,3631,1513,,86,545,224,239,9,136,27,416
2019-01-25,71,31,,,24,,43,,,,,6812,1671,,67,732,254,211,12,103,63,484
2019-01-26,119,35,,,22,,29,,,,,5376,1891,,53,700,232,186,32,67,49,534
2019-01-27,82,33,,,13,,32,,,,,6543,2559,,79,763,278,214,35,71,46,626
2019-01-28,78,26,,,19,,34,,,,,6034,2376,,79,779,266,301,29,78,33,636
2019-01-29,67,30,,,17,,23,,,,,5895,2068,,103,691,287,235,24,64,29,537
2019-01-30,80,27,,,8,,26,,,,,5591,2017,,72,680,256,236,30,98,26,559
2019-01-31,100,26,,,14,,17,,,,,5508,1986,,101,621,227,234,25,90,31,628
2019-02-01,104,37,,,10,,35,,,,,5129,2636,,67,682,235,236,40,73,23,623
2019-02-02,100,32,,,18,,30,,,,,4878,2114,,53,626,225,212,23,66,26,548
2019-02-03,83,34,,,19,,40,,,,,5666,2174,,46,727,213,186,27,72,14,578
2019-02-04,65,21,,,16,,29,,,,,4774,1743,,76,704,238,337,27,79,22,480
2019-02-05,91,27,,,18,,17,,,,,4911,1786,,77,694,235,235,22,66,27,524
2019-02-06,97,38,,,18,,29,,,,,4582,1646,,96,808,223,232,24,65,19,550
2019-02-07,93,26,,,15,,29,,,,,4634,1779,,82,623,220,458,22,62,27,557
2019-02-08,103,30,,,8,,28,,,,,6583,1578,,94,590,230,235,29,69,27,554
2019-02-09,99,32,,,16,,38,,,,,4392,1687,,85,553,208,217,21,58,24,499
2019-02-10,76,26,,,17,,24,,,,,4738,2384,,83,618,212,193,33,76,159,599
2019-02-11,81,33,,,24,,23,,,,,4740,2069,,128,676,262,233,19,77,30,624
2019-02-12,66,24,,,15,,22,,,,,4490,1826,,122,704,225,210,18,68,26,537
2019-02-13,83,30,,,13,,29,,,,,5356,1726,,136,631,257,241,27,67,21,554
2019-02-14,101,20,,,17,,18,,,,,4214,1489,,115,692,198,220,14,72,26,498
2019-02-15,74,32,,,15,,21,,,,,4059,1496,,111,556,217,204,12,55,29,476
2019-02-16,70,28,,,17,,29,,,,,4219,1600,,117,742,201,181,19,70,32,447
2019-02-17,81,30,,,16,,22,,,,,4425,1898,,91,860,264,198,25,60,18,1203
2019-02-18,73,18,,,14,,21,,,,,4556,1799,,148,656,291,232,12,47,19,815
2019-02-19,97,37,,,12,,27,,,,,5589,1808,,172,1159,253,239,22,70,20,630
2019-02-20,68,27,,,21,,22,,,,,9835,1645,,201,743,269,216,18,66,28,520
2019-02-21,70,22,,,20,,23,,,,,7646,1466,,178,674,254,233,23,89,30,554
2019-02-22,91,27,,,15,,21,,,,,4157,1396,,115,655,246,264,14,133,28,499
2019-02-23,85,43,,,19,,19,,,,,4607,1457,,70,741,211,163,15,159,18,502
2019-02-24,78,41,,,17,,12,,,,,4048,1468,,131,991,243,166,18,180,12,588
2019-02-25,49,28,,,9,,13,,,,,4502,1571,,189,696,281,216,18,176,26,567
2019-02-26,94,31,,,16,,23,,,,,4658,1425,,199,683,264,229,16,132,26,603
2019-02-27,92,13,,,13,,35,,,,,5409,1482,,204,688,279,263,17,151,20,488
2019-02-28,81,18,,,16,,24,,,,,5017,1519,,173,673,320,226,21,144,17,496
2019-03-01,99,27,,,11,,32,,,,,4447,1641,,175,733,278,214,13,168,16,545
2019-03-02,69,22,,,18,,30,,,,,4266,1560,,59,693,314,149,14,180,16,441
2019-03-03,91,24,,,11,,25,,,,,6025,1898,,93,770,389,194,17,133,16,469
2019-03-04,89,31,,,13,,32,,,,,6165,2036,,96,725,482,222,25,174,19,603
2019-03-05,108,11,,,15,,24,,,,,7339,2129,,92,769,401,251,19,166,22,630
2019-03-06,82,15,,,15,,20,,,,,5340,2367,,90,720,420,240,16,143,18,510
2019-03-07,65,19,,,24,,24,,,,,5576,2100,,109,728,453,233,22,210,24,618
2019-03-08,81,22,,,12,,15,,,,,5082,1878,,79,744,387,226,18,231,26,512
2019-03-09,82,44,,,15,,25,,,,,4465,1845,,71,610,307,176,15,175,11,424
2019-03-10,91,35,,,13,,21,,,,,6933,2166,,66,744,330,200,28,174,14,465
2019-03-11,89,30,,,20,,36,,,,,5152,2062,,85,761,331,230,17,144,20,555
2019-03-12,90,33,,,11,,19,,,,,4360,1798,,89,649,363,245,28,131,20,475
2019-03-13,74,33,,,15,,20,,,,,4098,1674,,106,540,312,230,16,130,15,510
2019-03-14,99,22,,,11,,33,,,,,3910,1541,,84,638,225,197,16,89,23,512
2019-03-15,116,34,,,11,,21,,,,,3496,2382,,68,570,252,197,16,127,15,423
2019-03-16,93,24,,,18,,22,,,,,3232,1295,,58,508,207,165,13,85,31,417
2019-03-17,62,27,,,20,,20,,,,,3567,1371,,61,539,231,161,9,97,21,426
2019-03-18,78,16,,,21,,28,,,,,4088,1517,,83,664,332,206,19,109,18,484
2019-03-19,100,21,,,20,,19,,,,,9535,3649,,74,1525,556,388,16,122,30,537
2019-03-20,86,27,,,10,,23,,,,,10196,3802,,103,1640,608,340,22,156,41,523
2019-03-21,72,33,,,12,,28,,,,,6911,2443,,83,1137,423,227,17,134,26,576
2019-03-22,74,53,,,18,,19,,,,,5121,1921,,89,893,349,230,22,107,26,538
2019-03-23,86,22,,,21,,21,,,,,6784,1823,,77,773,327,201,11,73,15,365
2019-03-24,88,36,,,11,,22,,,,,4846,1724,,47,791,291,215,16,117,17,541
2019-03-25,105,36,,,13,,25,,,,,4775,2024,,89,782,342,240,22,99,24,675
2019-03-26,99,32,,,17,,20,,,,,4618,1826,,113,687,352,215,17,81,30,548
2019-03-27,100,44,,,19,,22,,,,,4379,1646,,81,719,349,236,14,88,33,564
2019-03-28,75,25,,,12,,24,,,,,6230,1558,,93,730,264,237,15,79,27,538
2019-03-29,105,30,,,10,,12,,,,,3726,1380,,74,669,277,206,12,66,21,465
2019-03-30,95,25,,,16,,18,,,,,3267,1348,,50,590,211,168,18,59,24,389
2019-03-31,77,25,,,16,,21,,,,,3841,1584,,69,602,249,199,24,88,22,388
2019-04-01,70,32,,,19,,33,,,,,4416,1495,,93,678,334,229,15,57,17,484
2019-04-02,77,32,,,10,,23,,,,,4139,1616,,112,631,287,217,24,67,20,526
2019-04-03,73,28,,,16,,43,,,,,4394,1650,,115,723,344,254,12,72,21,556
2019-04-04,98,37,,,24,,34,,,,,7009,2160,,90,726,324,278,16,83,22,568
2019-04-05,66,30,,,14,,23,,,,,6246,2852,,76,1215,315,234,42,76,19,1037
2019-04-06,139,26,,,11,,28,,,,,7716,4065,,72,978,285,253,56,78,12,1129
2019-04-07,119,75,,,26,,34,,,,,24653,15946,,91,1952,584,484,59,133,19,2471
2019-04-08,69,42,,,22,,20,,,,,14119,8169,,120,1346,731,424,46,129,23,1689
2019-04-09,71,51,,,17,,34,,,,,9845,4081,,122,1188,439,401,26,99,33,1059
2019-04-10,87,37,,,17,,36,,,,,7406,3160,,112,1057,346,318,27,73,27,889
2019-04-11,75,37,,,9,,31,,,,,5771,2952,,97,881,357,265,26,77,30,753
2019-04-12,116,48,,,14,,24,,,,,5128,2677,,104,716,311,215,16,85,15,737
2019-04-13,101,43,,,10,,41,,,,,4597,2047,,77,653,229,197,18,75,34,602
2019-04-14,79,47,,,16,,20,,,,,4774,2402,,71,884,284,209,24,55,20,595
2019-04-15,86,22,,,8,,20,,,,,4549,1956,,97,758,288,202,31,57,22,588
2019-04-16,76,23,,,10,,23,,,,,4438,1709,,111,693,310,238,21,84,19,654
2019-04-17,96,27,,,11,,19,,,,,4493,1614,,107,626,307,249,16,66,15,525
2019-04-18,96,23,,,17,,23,,,,,4252,1527,,97,621,249,241,12,79,30,569
2019-04-19,68,21,,,15,,14,,,,,3892,1490,,67,556,234,156,24,78,22,483
2019-04-20,84,39,,,9,,24,,,,,3719,1428,,30,683,206,147,11,60,24,414
2019-04-21,87,41,,,12,,22,,,,,4369,1419,,65,670,189,170,18,66,16,498
2019-04-22,86,30,,,21,,23,,,,,4398,1616,,63,741,296,200,27,73,20,557
2019-04-23,89,22,,,13,,23,,,,,4272,1485,,77,670,293,226,14,67,24,665
2019-04-24,70,28,,,11,,14,,,,,4439,1404,,88,584,267,255,13,77,30,635
2019-04-25,81,40,,,26,,26,,,,,4234,1456,,106,657,273,231,11,68,20,583
2019-04-26,73,12,,,10,,29,,,,,5750,1372,,97,560,285,216,20,53,37,533
2019-04-27,74,27,,,10,,22,,,,,3194,1201,,90,506,199,182,14,46,10,463
2019-04-28,61,16,,,19,,21,,,,,3773,1401,,75,586,229,223,4,58,10,559
2019-04-29,70,16,,,12,,21,,,,,4323,1395,,77,604,257,208,15,68,21,692
2019-04-30,81,26,,,20,,13,,,,,3988,1261,,76,569,290,235,10,62,16,673
2019-05-01,105,23,,,10,,25,,,,,3876,1269,,69,591,249,225,12,60,24,654
2019-05-02,65,32,,,12,,23,,,,,4150,1662,,94,606,259,247,9,48,33,974
2019-05-03,85,18,,,7,,33,,,,,3588,1497,,78,532,249,186,16,42,19,739
2019-05-04,79,21,,,11,,44,,,,,2989,1076,,38,487,186,169,8,49,17,546
2019-05-05,85,20,,,14,,27,,,,,3608,1482,,51,537,234,161,9,52,17,612
2019-05-06,103,21,,,31,,26,,,,,3662,1289,,71,545,258,214,11,61,18,625
2019-05-07,98,36,,,14,,24,,,,,3254,1167,,65,518,258,198,8,58,25,672
2019-05-08,105,26,,,16,,17,,,,,3449,1221,,108,532,233,205,10,76,36,745
2019-05-09,77,29,,,6,,15,,,,,3298,1070,,67,528,247,198,15,53,17,889
2019-05-10,81,45,,,11,,20,,,,,5407,1187,,95,524,227,216,9,54,21,702
2019-05-11,84,22,,,47,,20,,,,,3060,1061,,56,514,176,150,14,50,12,472
2019-05-12,69,26,,,10,,12,,,,,3173,1071,,65,531,261,162,9,52,16,532
2019-05-13,79,18,,,13,,18,,,,,3479,1146,,95,565,248,191,10,83,16,666
2019-05-14,81,21,,,16,,20,,,,,3446,1204,,78,510,273,211,6,52,22,660
2019-05-15,91,34,,,10,,32,,,,,3519,1259,,79,617,256,183,11,50,11,644
2019-05-16,104,26,,,15,,23,,,,,4031,1299,,81,620,266,208,13,62,22,696
2019-05-17,84,18,,,11,,39,,,,,3824,1233,,62,590,233,185,6,53,22,784
2019-05-18,65,22,,,16,,10,,,,,3287,1035,,46,487,191,158,11,55,20,529
2019-05-19,63,17,,,9,,19,,,,,3364,1120,,57,457,195,141,9,53,11,541
2019-05-20,73,18,,,11,,30,,,,,3784,1202,,63,499,210,183,6,50,13,702
2019-05-21,89,22,,,17,,13,,,,,3867,1183,,86,525,257,201,15,69,20,777
2019-05-22,89,13,,,6,,27,,,,,3619,1206,,75,538,270,228,11,117,17,769
2019-05-23,80,42,,,17,,33,,,,,3649,1253,,68,586,258,211,15,71,18,875
2019-05-24,95,22,,,11,,15,,,,,3264,1267,,73,547,270,185,11,76,16,778
2019-05-25,75,31,,,37,,32,,,,,3354,1191,,41,571,212,174,7,65,25,758
2019-05-26,78,23,,,8,,25,,,,,3511,1204,,39,590,220,178,4,62,23,571
2019-05-27,87,12,,,19,,20,,,,,3746,1280,,61,589,250,240,19,64,14,720
2019-05-28,73,32,,,13,,27,,,,,3674,1206,,142,692,306,205,25,79,26,705
2019-05-29,81,15,,,22,,27,,,,,3650,1177,,67,601,406,190,16,68,20,667
2019-05-30,86,22,,,13,,28,,,,,3388,1191,,69,597,253,201,8,54,21,601
2019-05-31,63,28,,,21,,19,,,,,3237,1229,,60,590,226,175,9,48,24,590
2019-06-01,70,13,,,22,,11,,,,,2850,1213,,58,495,164,123,18,42,16,455
2019-06-02,72,24,,,17,,26,,,,,3114,1206,,51,543,307,145,13,46,9,456
2019-06-03,83,17,,,28,,22,,,,,5191,1143,,59,558,213,185,10,67,12,509
2019-06-04,63,20,,,19,,15,,,,,5476,2146,,69,595,263,217,9,64,22,503
2019-06-05,58,46,,,12,,31,,,,,3272,1094,,54,545,274,172,8,66,24,568
