,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2021-01-21,47,19,,,10,,50,,,,,3682,1740,14,45,568,267,317,12,154,21,533
2021-01-22,49,11,,,8,,48,,1,2,,4183,1884,29,67,584,252,304,15,290,21,718
2021-01-23,59,21,,,9,,63,,,4,,3766,1834,23,37,600,252,288,9,158,31,620
2021-01-24,49,12,,,9,,53,,2,1,,4271,1962,15,46,635,247,287,17,139,17,704
2021-01-25,75,27,,,10,,83,,6,1,,3741,1678,23,72,591,221,295,16,127,21,591
2021-01-26,49,26,,,7,,46,,,1,,4216,1869,30,52,627,241,347,12,115,29,837
2021-01-27,16,7,,,8,,41,,3,3,,4101,1688,28,52,661,260,334,10,118,33,567
2021-01-28,20,18,,,6,,27,,1,1,,4039,1513,25,64,629,237,291,12,124,28,579
2021-01-29,17,15,,,4,,37,,1,,,4019,1435,34,71,572,283,327,8,106,38,567
2021-01-30,54,32,,,4,,22,,2,2,,6052,1739,20,65,591,338,301,18,107,31,528
2021-01-31,8,14,,,4,,19,,2,,,4542,1773,30,55,570,367,329,13,107,26,676
2021-02-01,23,20,,,9,,28,,5,,,4577,1843,40,56,726,218,393,14,99,19,1062
2021-02-02,14,14,,,7,,25,,5,1,,3970,1599,23,67,724,250,435,10,88,30,1011
2021-02-03,17,16,,,9,,27,,2,,,4174,1717,17,43,560,248,404,12,98,29,852
2021-02-04,19,15,,5,8,,32,,3,1,,4548,1891,17,43,552,253,413,9,91,57,1030
2021-02-05,21,6,,7,5,,33,,,2,,3875,1567,14,47,648,197,401,10,105,82,728
2021-02-06,13,8,,2,13,,30,,4,1,,4099,1592,18,37,646,222,340,10,92,26,640
2021-02-07,22,3,,1,4,,17,,7,5,,4166,1827,22,50,490,262,467,6,75,26,704
2021-02-08,16,10,,,9,,31,,,19,,3967,1674,15,36,585,279,326,12,86,39,845
2021-02-09,15,17,,,3,,26,,,1,,3991,1461,25,43,836,392,378,7,63,28,524
2021-02-10,25,28,,,7,,55,,,1,,4245,1690,30,38,757,233,457,12,117,26,1251
2021-02-11,22,13,,1,11,,42,,2,1,,4502,1573,15,42,682,333,459,13,145,27,865
2021-02-12,30,18,,,9,,44,,2,,,3730,1540,13,45,529,234,510,9,138,23,692
2021-02-13,31,13,,,11,,84,,,1,,3640,1295,18,43,509,211,487,5,69,13,603
2021-02-14,105,72,,2,74,,115,,1,,,4851,1561,26,60,621,245,477,14,88,16,699
2021-02-15,321,259,,,287,,342,,,1,,4377,1531,16,57,632,439,416,13,103,20,665
2021-02-16,114,78,,3,94,,110,,,1,,4762,1819,27,52,762,303,409,15,113,30,987
2021-02-17,110,80,,2,94,,128,,1,1,,5046,3021,33,65,815,311,459,16,113,31,4190
2021-02-18,68,62,,,51,,77,,1,6,,6095,4983,7,70,1080,252,439,14,102,42,6312
2021-02-19,56,34,,7,27,,64,,5,9,,5086,3346,21,52,817,250,501,15,91,39,3502
2021-02-20,75,43,,2,46,,91,,5,1,,3931,2097,13,50,797,211,434,8,91,20,1886
2021-02-21,43,30,,2,19,,72,,1,,,5362,2118,21,65,676,263,461,22,114,25,1724
2021-02-22,73,47,,1,39,,75,,,5,,5708,2389,29,61,783,262,504,18,98,53,1814
2021-02-23,183,23,,3,29,,180,,3,2,,5315,2221,22,53,731,311,475,19,116,28,1519
2021-02-24,175,23,,,32,,173,,4,1,,4446,1894,33,57,659,304,458,11,85,30,1208
2021-02-25,132,22,,,13,,128,,,1,,4521,2533,35,41,669,286,505,11,85,33,973
2021-02-26,44,28,,2,19,,39,,2,1,,4176,2017,17,35,621,267,511,15,89,49,1678
2021-02-27,37,27,,2,23,,45,,3,3,,3964,1808,15,31,556,231,491,11,83,37,1789
2021-02-28,37,21,,3,22,,48,,1,2,,4536,1872,17,28,647,272,588,23,105,34,1861
2021-03-01,42,37,,,23,,49,,1,1,,4209,1822,25,38,714,267,704,8,104,30,1192
2021-03-02,41,37,,,30,,50,,,2,,4215,1770,18,39,690,241,535,8,81,14,1267
2021-03-03,34,21,,1,19,,73,,,,,4397,1743,32,36,692,239,494,7,69,28,1299
2021-03-04,40,32,,2,22,,60,,,1,,4217,1648,23,84,667,234,499,15,88,25,963
2021-03-05,37,21,,,17,,59,,,1,,3990,1656,23,48,644,210,400,15,82,38,1031
2021-03-06,44,19,,,13,,45,,1,,,4642,1543,18,51,685,196,432,5,82,25,1159
2021-03-07,27,38,,1,18,,32,,8,2,,5588,1754,67,56,691,229,443,11,127,14,1051
2021-03-08,65,25,,6,21,,42,,9,,,4967,1735,57,44,745,243,446,16,174,28,987
2021-03-09,46,29,,,22,,56,,,,,4422,1680,23,47,835,212,463,10,86,23,1003
2021-03-10,30,20,,2,11,,41,,6,,,4205,1548,28,59,654,222,453,5,111,28,1165
2021-03-11,41,25,,,21,,41,,4,2,,4002,1909,31,61,731,214,433,10,105,24,915
2021-03-12,36,24,,1,16,,25,,1,,,4086,1848,25,73,675,193,376,8,72,26,880
2021-03-13,19,25,,2,13,,20,,5,3,,3577,1592,22,34,619,166,438,11,75,25,782
2021-03-14,29,33,,13,14,,35,,1,4,,5646,1722,69,57,710,251,367,10,83,21,853
2021-03-15,40,31,,8,13,,37,,3,,,4616,1702,39,60,830,230,616,8,81,19,1210
2021-03-16,45,17,,3,13,,28,,4,2,,4332,1824,34,75,776,254,527,17,120,34,1157
2021-03-17,38,28,,1,20,,44,,,1,,4106,1903,31,56,674,204,425,14,98,21,880
2021-03-18,20,29,,4,14,,43,,3,,,4427,2704,38,66,708,281,381,8,174,26,1047
2021-03-19,28,43,,,8,,26,,2,3,,4459,2541,41,51,734,241,365,15,143,38,1387
2021-03-20,17,18,,2,3,,15,,4,,,4118,2383,22,37,658,202,421,17,139,15,1202
2021-03-21,22,18,,1,5,,12,,,,,5020,2467,34,68,715,238,412,12,143,13,1577
2021-03-22,31,37,,,6,,34,,3,,,5211,2465,34,75,700,269,386,12,127,31,1550
2021-03-23,36,29,,7,4,,32,,3,1,,4720,2310,20,67,652,277,382,17,103,30,1585
2021-03-24,45,25,,2,9,,26,,3,2,,4652,2356,35,55,723,244,384,20,104,24,1596
2021-03-25,28,20,,2,6,,34,,3,,,4878,2266,34,59,686,242,398,12,95,30,1728
2021-03-26,9,19,,1,1,,25,,,1,,5133,2386,18,70,682,227,391,24,99,24,1424
2021-03-27,28,14,,,3,,26,,5,,,5590,2735,30,43,726,191,349,24,105,25,1236
2021-03-28,34,23,,1,9,,29,,1,,,4868,2541,17,40,711,203,362,14,90,24,1361
2021-03-29,33,19,,2,13,,30,,3,,,5434,2707,34,55,870,258,390,22,101,27,1115
2021-03-30,33,13,,2,4,,26,,,1,,4978,2130,33,57,852,268,366,12,84,23,1085
2021-03-31,27,11,,,7,,23,,3,,,4856,2157,34,73,665,215,415,15,110,19,1336
2021-04-01,18,11,,1,4,,25,,4,2,,4179,1944,24,45,726,228,280,17,62,29,954
2021-04-02,33,23,,2,8,,29,,3,,,4251,1973,10,47,652,175,303,18,91,23,1055
2021-04-03,14,7,,1,4,,28,,1,1,,5346,2034,15,42,804,198,294,18,74,14,1111
2021-04-04,22,13,,5,6,,36,,2,1,,4127,2064,26,56,650,193,280,21,96,14,1043
2021-04-05,21,20,,,15,,28,,,,,4892,2048,42,74,706,261,333,17,88,15,1077
2021-04-06,23,9,,2,7,,27,,6,1,,4788,2172,17,80,628,243,336,22,88,20,954
2021-04-07,18,25,,2,5,,79,,3,,,7745,5603,36,98,967,255,460,58,134,35,1829
2021-04-08,29,19,,1,6,,21,,1,1,,5148,2688,35,70,684,239,352,15,108,21,993
2021-04-09,33,16,,1,5,,24,,2,,,4270,1935,41,54,561,221,347,21,114,38,769
2021-04-10,22,30,,,2,,28,,3,,,3895,2126,35,49,551,211,314,21,100,19,783
2021-04-11,17,25,,1,6,,18,,1,1,,4140,2041,31,73,539,223,345,16,103,97,892
2021-04-12,25,20,,2,8,,41,,3,6,,4284,1970,58,130,610,205,362,13,73,93,759
2021-04-13,25,21,,1,6,,22,,4,4,,4323,1873,44,115,694,201,351,16,96,57,695
2021-04-14,22,24,,6,6,,33,,1,2,,4164,1679,29,111,572,159,353,16,95,36,684
2021-04-15,20,25,,,7,,61,,3,,,4117,1664,27,51,654,176,345,13,83,24,677
2021-04-16,15,21,,1,9,,67,,1,,,3727,1498,23,56,565,184,275,9,81,21,640
2021-04-17,22,8,,,8,,40,,,1,,3966,1789,21,44,990,148,297,18,77,29,964
2021-04-18,18,18,,1,11,,24,,2,1,,20403,4002,82,67,47484,349,977,60,176,42,1298
2021-04-19,28,12,,1,11,,45,,4,1,,5921,2129,58,82,7816,200,431,17,127,19,795
2021-04-20,13,32,,2,18,,55,,2,,,6214,3350,40,57,3332,243,395,23,106,35,952
2021-04-21,8,14,,4,13,,65,,1,2,,4606,2128,32,49,2513,219,402,13,108,28,713
2021-04-22,29,16,,,3,,78,,6,2,,4169,1845,32,66,901,248,289,14,94,35,762
2021-04-23,31,24,,1,4,,36,,1,1,,4163,1765,32,50,840,198,316,16,84,27,668
2021-04-24,18,18,,3,7,,31,,5,1,,3879,1728,23,51,768,130,317,11,76,27,672
2021-04-25,12,22,,7,6,,30,,,3,,3808,1926,27,43,754,177,438,15,93,17,723
2021-04-26,18,23,,1,5,,31,,,3,4,4038,1859,35,54,756,206,737,17,75,17,845
2021-04-27,26,14,,,4,,37,,2,2,4,3882,1744,32,55,783,202,478,14,79,28,752
2021-04-28,32,13,,1,4,,34,,3,1,3,3953,1583,28,33,823,216,390,10,82,20,715
2021-04-29,16,14,,,4,,30,,4,4,10,4113,1600,27,61,688,197,372,14,103,20,718
2021-04-30,31,20,,4,4,,26,,2,1,8,3595,1482,21,57,617,137,270,11,76,49,631
2021-05-01,22,27,,2,6,,26,,6,1,4,3401,1499,16,57,560,135,306,10,97,30,646
2021-05-02,21,16,,1,1,,21,,2,,3,3529,1641,20,62,640,156,252,13,70,12,867
2021-05-03,24,15,,1,3,,44,,3,1,3,4373,1836,35,59,735,187,340,13,92,26,894
2021-05-04,11,17,,,3,,32,,2,1,1,4152,1710,33,47,749,218,315,14,86,22,746
2021-05-05,24,15,,2,9,,39,,2,1,15,4749,2564,31,58,790,203,340,18,62,54,1037
2021-05-06,14,11,,1,7,,58,,8,,3,4502,1999,30,75,662,227,310,8,62,24,909
2021-05-07,18,29,,7,3,,30,,1,,3,3782,1508,50,54,590,160,287,15,74,29,824
2021-05-08,10,22,,,4,,12,,1,,2,3964,1365,28,38,547,119,237,17,75,19,648
2021-05-09,36,18,,5,8,,28,,3,1,2,4258,1521,17,46,616,205,271,12,94,19,699
2021-05-10,24,7,,1,7,,37,,1,3,2,5367,1750,30,59,1325,215,330,10,71,21,1029
2021-05-11,12,12,,1,12,,29,,4,2,1,4765,1583,43,47,1018,198,356,12,73,23,955
2021-05-12,30,25,,3,4,,31,,4,1,7,4698,1725,33,57,859,227,301,10,58,46,1122
2021-05-13,16,12,,5,3,,28,,,,4,4663,1644,36,68,731,232,321,7,76,24,1083
2021-05-14,16,15,,1,4,,35,,,,4,4679,1521,21,54,997,270,327,14,61,26,1280
2021-05-15,27,28,,3,5,,26,,2,1,2,4416,1407,24,39,809,233,237,7,43,19,993
2021-05-16,16,13,,,7,,29,,,2,2,6921,1717,39,41,3026,302,278,12,60,21,1096
2021-05-17,16,17,,2,4,,24,,2,,,5881,2163,42,43,1786,218,306,13,80,126,1184
2021-05-18,23,50,,4,7,,26,,4,1,5,5182,2190,52,64,1024,258,318,10,74,113,1329
2021-05-19,18,27,,3,12,,27,,8,,4,4702,2014,23,71,1016,241,314,10,76,53,1256
2021-05-20,20,22,,1,5,,28,,1,1,2,4465,1901,25,73,810,184,299,15,76,35,1685
2021-05-21,12,21,,4,8,,24,,,,2,4016,1842,43,36,694,169,252,14,75,45,1250
2021-05-22,23,22,,4,5,,16,,2,3,2,4262,1893,20,46,804,146,270,19,214,15,1470
2021-05-23,22,18,,1,3,,37,,1,,3,5708,1949,48,52,1037,165,348,10,74,21,1188
2021-05-24,23,15,,,3,,41,,,2,1,4986,1845,33,58,905,236,330,14,75,31,1437
2021-05-25,33,14,,2,4,,27,,3,4,3,4729,2134,43,77,880,301,344,8,65,31,1227
2021-05-26,32,20,,,5,,21,,1,2,5,4854,1886,41,64,1044,275,294,13,76,45,1107
2021-05-27,14,30,,2,2,,47,,6,2,4,11053,4926,45,67,1299,364,425,27,181,27,1631
2021-05-28,18,33,,1,11,,39,,7,1,2,8558,3582,57,57,1166,321,381,27,292,24,1184
2021-05-29,29,22,,2,5,,28,,8,1,2,6981,2930,24,74,799,271,311,20,185,31,1020
2021-05-30,15,13,,,14,,29,,1,4,1,5718,2243,25,34,947,267,316,24,117,40,1007
2021-05-31,21,22,,4,3,,30,,1,,3,5188,2103,25,45,866,290,311,8,108,30,937
2021-06-01,29,20,,,9,,25,,2,3,,5015,2369,33,64,761,329,343,12,74,26,1034
2021-06-02,17,28,,5,9,,44,,5,1,1,4457,1834,33,68,689,319,284,22,60,25,838
2021-06-03,16,25,,1,3,,27,,3,2,5,4796,1713,31,50,644,207,292,20,82,28,799
2021-06-04,19,28,,6,4,,31,,3,1,1,4409,1516,24,41,586,651,312,10,82,25,725
2021-06-05,18,17,,1,4,,35,,,9,2,3804,1532,78,51,947,216,212,13,70,47,716
2021-06-06,14,14,,2,13,,32,,1,1,1,3954,1657,27,40,698,140,273,20,61,24,1146
2021-06-07,26,21,,2,1,,55,,,3,3,4146,1672,20,57,608,195,331,17,55,19,920
2021-06-08,26,14,,2,13,,61,,4,2,6,4224,1688,34,61,671,212,288,7,90,21,904
2021-06-09,20,24,,,7,,31,,2,2,2,3886,1581,40,45,615,194,318,13,65,37,674
2021-06-10,23,14,,3,6,,31,,3,,1,3872,1596,21,58,673,168,280,21,58,24,721
2021-06-11,21,23,,1,7,,23,,2,1,1,3736,1489,21,44,764,203,285,16,68,17,691
2021-06-12,23,30,,1,11,,28,,6,3,,3492,1441,22,39,554,152,236,18,67,41,573
2021-06-13,25,26,,,7,,38,,2,3,18,3551,1405,39,56,638,178,278,16,67,38,557
2021-06-14,18,29,,1,3,,40,,1,1,1,3591,1596,31,35,592,220,326,19,57,27,756
2021-06-15,31,20,,3,10,,24,,3,,20,3669,1356,14,53,607,166,319,13,62,23,742
2021-06-16,25,9,,1,9,,44,,2,1,4,3594,1312,26,45,589,186,280,15,57,19,679
2021-06-17,30,17,,,5,,33,,6,,9,3850,1337,20,57,583,182,274,19,61,35,712
2021-06-18,14,21,,4,9,,58,,1,12,4,3589,1450,27,55,584,155,297,15,51,35,896
2021-06-19,47,15,,1,4,,31,,1,1,8,3596,1376,16,47,507,155,269,10,82,8,755
2021-06-20,17,30,,1,6,,21,,1,3,21,4018,1549,31,56,576,184,287,18,70,16,1283
2021-06-21,23,12,,1,4,,28,,,1,24,3986,1648,39,34,534,175,347,15,64,34,725
2021-06-22,22,30,,,4,,32,,1,4,5,3952,1489,29,52,542,190,310,16,55,27,1613
2021-06-23,11,22,,2,5,,32,,2,2,10,3688,1522,17,30,618,179,306,8,50,28,2610
2021-06-24,29,11,,2,4,,41,,2,,4,3657,1372,38,45,578,131,333,18,64,26,915
2021-06-25,14,31,,,3,,23,,5,1,19,4108,1506,31,41,585,171,278,15,54,31,642
2021-06-26,16,16,,1,5,,21,,4,2,18,3605,1460,19,47,517,143,234,11,50,16,608
2021-06-27,13,25,,1,6,,27,,1,2,1,3844,1577,17,34,514,154,292,22,52,13,653
2021-06-28,16,9,,1,8,,27,,3,1,9,4631,1611,41,39,571,151,273,15,68,33,879
2021-06-29,10,13,,,7,,26,,2,4,1,3907,1469,37,35,543,164,284,15,65,31,596
2021-06-30,8,16,,,10,,20,,1,,16,3909,1494,30,37,530,144,303,14,48,25,747
2021-07-01,26,8,,3,5,,26,,3,2,2,5737,1567,43,57,716,162,316,11,67,28,664
2021-07-02,11,6,,2,4,,29,,2,3,4,3984,1386,17,55,582,138,268,10,60,25,592
2021-07-03,17,17,,1,4,,29,,5,,28,3943,1478,29,38,584,207,277,22,63,24,511
2021-07-04,21,14,,3,4,,23,,1,,23,5157,2051,26,54,629,185,269,42,68,20,531
2021-07-05,24,9,,,2,,26,,1,,16,4321,1754,32,49,643,208,274,30,84,13,501
2021-07-06,21,19,,4,12,,29,,6,1,20,5143,1982,22,42,724,207,306,23,127,24,549
2021-07-07,33,20,,,12,,48,,6,2,25,4498,2317,36,44,659,198,270,16,136,32,440
2021-07-08,32,24,,8,10,,29,,10,8,28,4207,1680,23,33,591,167,321,13,85,30,444
2021-07-09,29,18,,1,5,,29,,2,2,11,4022,1658,21,46,588,198,292,18,66,29,510
2021-07-10,22,14,,3,5,,18,,,,12,4040,1595,16,39,578,188,278,11,70,14,477
2021-07-11,26,13,,2,14,,19,,5,,21,4123,1602,18,24,576,181,332,9,63,26,526
2021-07-12,16,11,,,4,,15,,4,2,30,4282,1520,11,20,623,202,321,10,80,24,478
2021-07-13,20,20,,1,6,,23,,2,1,4,4357,1664,25,37,605,190,348,14,79,17,507
2021-07-14,37,12,,,4,,17,,5,,20,4071,1543,44,60,659,190,298,10,72,33,542
2021-07-15,12,17,,1,6,,18,,2,1,15,4439,1577,33,50,669,203,325,20,56,16,531
2021-07-16,10,12,,1,6,,25,,2,1,4,4301,1510,3556,87,779,212,290,12,74,27,631
2021-07-17,32,12,,2,4,,24,,,1,10,3921,1550,70,64,655,164,296,8,56,47,723
2021-07-18,29,8,,,6,,19,,5,2,8,4495,1654,48,45,769,175,309,17,96,40,1062
2021-07-19,28,19,,1,6,,13,,2,1,3,4345,1646,32,52,748,202,361,14,86,33,1073
2021-07-20,13,17,,3,6,,24,,7,1,24,4017,1648,31,36,646,147,387,7,47,20,1692
2021-07-21,20,21,,5,5,,15,,9,3,,3968,1601,27,67,674,152,339,18,74,41,969
2021-07-22,25,33,,5,11,,20,,11,5,4,3840,1490,24,54,662,171,316,11,73,20,833
2021-07-23,30,12,,10,17,,48,,5,9,30,4203,1468,37,82,644,149,313,20,80,49,767
2021-07-24,35,8,,1,4,,29,,2,2,19,3996,1448,31,56,601,135,275,14,71,20,588
2021-07-25,33,10,,2,7,,17,,7,1,1,4128,1567,20,40,642,120,275,10,73,25,715
2021-07-26,25,10,,,5,,12,,12,,1,3898,1420,20,44,575,141,281,7,121,19,841
2021-07-27,198,16,,1,8,,13,,1,1,19,3721,1399,24,50,610,150,297,19,90,41,680
2021-07-28,25,169,,2,4,,10,,4,16,10,3831,1410,30,63,679,130,261,14,78,57,579
2021-07-29,27,12,,,8,,22,,5,3,2,6367,1443,18,34,598,132,273,18,61,32,661
2021-07-30,28,7,,3,15,,20,,23,3,2,3908,1237,19,34,533,126,267,5,56,19,563
2021-07-31,31,23,,7,6,,27,,1,1,,3522,1291,15,25,585,106,214,7,55,14,545
2021-08-01,24,15,,4,3,,28,,3,1,20,3725,1500,35,37,607,148,225,9,62,12,614
2021-08-02,38,18,,7,6,,19,,3,,12,4050,1501,27,43,645,162,299,8,61,19,500
2021-08-03,18,13,,3,2,,24,,7,,14,3833,1365,28,40,625,135,260,6,71,24,439
2021-08-04,16,17,,2,6,,26,,1,3,2,4222,1497,20,64,630,155,260,15,70,26,498
2021-08-05,24,11,,1,8,,19,,,,19,3855,1341,21,52,647,157,377,14,42,24,462
2021-08-06,20,11,,4,4,,23,,2,,9,3852,1350,19,38,611,136,336,7,50,14,463
2021-08-07,21,8,,2,10,,21,,4,,,3551,1255,16,37,557,141,245,11,56,15,528
2021-08-08,21,10,,1,4,,12,,2,,,4386,1581,23,50,618,112,242,13,66,19,695
2021-08-09,28,20,,8,4,,63,,3,6,,5722,1492,28,82,788,179,392,22,65,26,610
2021-08-10,26,12,,1,5,,21,,3,1,11,4970,1403,27,56,677,168,293,11,78,15,553
2021-08-11,24,8,,2,2,,17,,1,2,9,5094,1552,13,62,685,140,360,28,64,24,546
2021-08-12,23,14,,2,4,,20,,3,1,2,5775,1586,19,50,698,162,279,10,66,15,585
2021-08-13,15,9,,2,8,,10,,1,1,2,5259,2318,35,63,720,186,275,8,63,9,660
2021-08-14,14,11,,3,1,,13,,,1,2,7226,5481,32,51,827,224,292,10,72,47,783
2021-08-15,19,8,,,5,,15,,1,1,2,6091,3395,13,67,763,235,301,18,76,29,931
2021-08-16,17,14,,,5,,17,,2,,1,5536,2759,19,80,708,156,286,5,82,19,939
2021-08-17,22,14,,2,8,,29,,,,2,5151,2155,21,80,808,175,331,3,70,15,772
2021-08-18,33,13,,2,5,,18,,2,,17,4619,1641,35,66,777,156,278,7,71,20,683
2021-08-19,60,36,,1,7,,47,,1,3,3,4599,1664,24,87,782,183,286,16,67,14,728
2021-08-20,46,25,,4,6,,47,,1,1,13,4216,1579,22,125,724,227,301,8,86,33,837
2021-08-21,60,23,,2,13,,32,,1,4,1,3897,1513,15,52,621,176,256,17,62,32,743
2021-08-22,20,13,,2,7,,12,,1,8,2,5879,1748,22,28,666,190,234,11,53,21,956
2021-08-23,26,20,,4,6,,10,,2,1,10,4458,1611,28,28,793,176,302,15,50,12,925
2021-08-24,37,9,,1,2,,24,,7,1,1,4299,1497,18,46,720,145,281,11,67,18,631
2021-08-25,19,9,,1,8,,18,,7,2,11,4857,1449,36,45,713,185,371,7,76,22,537
2021-08-26,25,11,,,6,,23,,,,1,4417,1396,23,41,741,132,310,8,60,18,528
2021-08-27,25,7,,4,5,,22,,3,8,11,3980,1225,33,40,686,136,273,9,63,28,582
2021-08-28,27,12,,2,4,,13,,3,2,23,3884,1360,20,23,620,124,306,4,56,21,634
2021-08-29,30,11,,4,12,,9,,4,3,10,4258,1560,22,47,619,167,282,10,54,21,706
2021-08-30,30,12,,,4,,18,,16,4,3,4332,2056,25,51,729,135,314,17,75,27,628
2021-08-31,43,11,,4,5,,29,,5,5,1,4223,1972,30,53,762,118,306,19,60,29,585
2021-09-01,22,23,,2,7,,27,,4,11,1,4188,1694,31,86,688,159,297,5,70,47,681
2021-09-02,31,12,,2,4,,14,,3,4,2,4417,1696,22,37,703,148,280,8,56,22,637
2021-09-03,23,11,,2,12,,21,,8,2,8,4216,1532,29,36,726,133,357,4,76,25,587
2021-09-04,31,13,,3,8,,17,,3,6,7,3812,1379,15,57,640,151,268,9,74,29,594
2021-09-05,27,13,,4,7,,18,,3,2,11,4795,2964,24,41,776,170,317,11,63,18,710
2021-09-06,26,15,,,5,,21,,3,,4,4832,3396,22,54,785,179,275,8,68,17,713
2021-09-07,15,14,,1,5,,18,,2,,1,4523,2482,27,28,721,157,315,6,76,25,751
2021-09-08,41,17,,3,8,,19,,5,2,7,10875,2150,22,37,914,185,310,20,72,32,544
2021-09-09,43,19,,2,8,,33,,1,,3,5471,1754,26,43,703,162,314,6,108,25,586
2021-09-10,35,15,,1,8,,36,,4,2,3,4964,1512,31,63,867,142,318,5,64,35,567
2021-09-11,24,14,,1,12,,30,,7,3,3,3633,1381,29,34,653,106,249,7,46,24,549
2021-09-12,18,12,,2,9,,28,,1,1,1,3938,1526,27,65,723,128,268,7,47,17,630
2021-09-13,44,17,,1,4,,33,,8,,5,4168,1512,17,109,690,142,272,8,58,17,542
2021-09-14,31,31,,7,8,,15,,7,1,3,4155,1532,24,50,814,187,370,15,51,16,665
2021-09-15,30,13,,2,5,,26,,3,,4,4727,1451,26,73,764,184,398,16,71,31,602
2021-09-16,27,17,,7,7,,33,,3,2,5,4337,1387,23,51,777,172,371,12,61,28,590
2021-09-17,46,11,,2,9,,24,,3,2,1,4435,1322,17,65,828,182,383,9,75,44,645
2021-09-18,35,11,,,8,,19,,2,,2,3726,1392,16,67,923,173,313,10,63,16,597
2021-09-19,14,7,,2,4,,16,,8,,2,4012,1429,17,64,975,171,296,10,56,17,809
2021-09-20,25,13,,1,1,,10,,3,1,13,8544,9347,47,55,1826,206,457,24,108,15,25079
2021-09-21,19,9,,8,7,,21,,3,1,9,6487,5322,21,183,1492,207,464,10,113,19,13507
2021-09-22,19,12,,,9,,29,,4,2,8,4735,2595,24,83,981,188,407,17,86,30,4156
2021-09-23,22,14,,,6,,8,,4,4,8,4771,2039,37,65,1144,211,376,8,65,14,1931
2021-09-24,51,9,,4,8,,19,,3,4,2,4354,1900,28,54,905,160,392,8,52,20,1379
2021-09-25,13,15,,4,6,,15,,3,,3,4383,2094,28,51,940,162,291,11,70,34,1078
2021-09-26,28,15,,2,8,,13,,3,7,2,6540,2963,39,65,1098,195,369,31,79,17,1512
2021-09-27,29,16,,5,3,,26,,3,4,2,6654,2837,41,64,1031,271,384,13,77,20,1272
2021-09-28,28,15,,2,5,,15,,3,,4,5562,2207,91,86,862,229,331,11,59,28,970
2021-09-29,33,14,,3,7,,52,,5,2,4,4808,1897,91,73,873,187,348,11,83,27,836
2021-09-30,28,16,,3,6,,41,,5,,2,4407,1703,37,57,820,266,374,11,54,11,760
2021-10-01,34,32,,6,6,,37,,3,2,2,4018,1557,30,53,745,139,314,11,64,35,920
2021-10-02,46,19,,2,4,,17,,4,,1,3635,1491,22,44,702,201,303,5,75,16,598
2021-10-03,28,16,,9,10,,14,,4,2,2,3861,1517,40,75,724,176,331,7,72,20,568
2021-10-04,44,21,,15,11,,21,,3,3,2,4120,1612,23,92,751,188,384,12,62,27,580
2021-10-05,30,19,,1,13,,23,,5,4,3,3906,1418,45,84,793,195,388,12,64,19,568
2021-10-06,22,14,,1,7,,24,,6,1,5,3901,1494,25,72,684,169,343,12,56,22,539
2021-10-07,35,12,,4,8,,25,,6,7,3,4104,1615,22,52,778,168,298,7,56,30,661
2021-10-08,22,19,,3,3,,12,,1,3,3,3954,1688,25,60,750,193,273,10,56,23,508
2021-10-09,31,18,,3,12,,32,,4,1,5,4011,1602,18,47,642,182,402,13,53,29,513
2021-10-10,29,11,,1,11,,16,,2,3,6,4048,1531,20,51,710,183,323,10,73,18,532
2021-10-11,27,14,,7,5,,41,,3,3,3,4026,1468,13,60,712,164,289,8,48,22,527
2021-10-12,18,11,,2,7,,24,,3,1,4,3836,1429,32,48,657,192,312,6,65,22,575
2021-10-13,29,19,,4,1,,27,,3,,5,4624,1460,29,52,701,193,298,7,62,28,566
2021-10-14,49,10,,7,4,,35,,1,2,5,4170,1373,26,51,676,170,328,12,47,28,531
2021-10-15,32,10,,3,3,,25,,4,1,1,4326,1700,123,45,677,165,281,6,62,33,757
2021-10-16,48,16,,2,10,,38,,1,1,3,3570,1237,25,42,592,152,254,5,43,13,520
2021-10-17,42,13,,4,6,,36,,1,,,3736,1374,36,30,652,152,300,9,58,16,535
2021-10-18,34,31,,3,6,,28,,3,,3,4087,1342,31,31,659,164,267,13,69,22,740
2021-10-19,23,11,,4,6,,16,,3,1,3,3733,1314,23,44,597,181,299,8,42,21,834
2021-10-20,20,15,,2,8,,18,,,1,1,3597,1369,17,42,600,164,271,15,46,59,688
2021-10-21,23,12,,,2,,48,,3,1,8,3944,1438,20,44,730,190,361,18,59,37,796
2021-10-22,32,23,,3,11,,33,,8,2,2,3791,1240,23,51,612,123,325,13,51,14,613
2021-10-23,25,35,,3,5,,18,,7,2,8,3420,1682,28,26,555,149,355,9,99,11,501
2021-10-24,18,27,,2,4,,17,,4,1,7,3495,1643,36,42,658,153,361,11,62,13,544
2021-10-25,9,23,,4,9,,19,,3,4,2,4099,1725,38,61,754,151,403,11,57,24,570
