,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2018-05-06,6.0,182.0,258.0,22.0,449.0,48.0,18.0,2905.0,,448.0,,,,,,1095.0,,103.0,25.0,26.0,6.0,
2018-05-07,6.0,247.0,187.0,50.0,737.0,61.0,29.0,3715.0,,600.0,,,,,,1217.0,,114.0,14.0,21.0,35.0,
2018-05-08,13.0,265.0,264.0,77.0,679.0,87.0,20.0,3421.0,,616.0,,,,,,1148.0,,104.0,22.0,18.0,14.0,
2018-05-09,22.0,218.0,193.0,202.0,663.0,72.0,21.0,3661.0,,533.0,,,,,,1196.0,,107.0,16.0,33.0,16.0,
2018-05-10,9.0,300.0,171.0,131.0,687.0,76.0,12.0,3483.0,,577.0,,,,,,1136.0,,116.0,38.0,17.0,20.0,
2018-05-11,6.0,243.0,153.0,67.0,752.0,73.0,26.0,3440.0,,477.0,,,,,,1299.0,,113.0,38.0,28.0,14.0,
2018-05-12,18.0,196.0,132.0,54.0,448.0,77.0,10.0,2923.0,,457.0,,,,,,1401.0,,101.0,29.0,9.0,14.0,
2018-05-13,11.0,206.0,136.0,42.0,456.0,75.0,14.0,2982.0,,480.0,,,,,,1308.0,,88.0,16.0,17.0,20.0,
2018-05-14,7.0,349.0,185.0,40.0,639.0,90.0,12.0,3872.0,,584.0,,,,,,1183.0,,110.0,20.0,16.0,21.0,
2018-05-15,17.0,294.0,220.0,52.0,1732.0,71.0,19.0,4084.0,,651.0,,,,,,1703.0,,86.0,22.0,29.0,34.0,
2018-05-16,10.0,267.0,188.0,54.0,817.0,94.0,21.0,3750.0,,616.0,,,,,,1207.0,,91.0,25.0,27.0,19.0,
2018-05-17,18.0,216.0,199.0,49.0,765.0,81.0,19.0,3981.0,,595.0,,,,,,1855.0,,80.0,15.0,22.0,13.0,
2018-05-18,6.0,236.0,217.0,26.0,754.0,46.0,20.0,3747.0,,564.0,,,,,,1088.0,,95.0,28.0,18.0,21.0,
2018-05-19,9.0,163.0,132.0,35.0,408.0,50.0,18.0,2974.0,,456.0,,,,,,949.0,,101.0,12.0,18.0,19.0,
2018-05-20,7.0,216.0,159.0,37.0,510.0,52.0,16.0,3254.0,,469.0,,,,,,1037.0,,334.0,21.0,22.0,14.0,
2018-05-21,14.0,264.0,195.0,73.0,751.0,74.0,17.0,3816.0,,567.0,,,,,,1375.0,,473.0,15.0,12.0,17.0,
2018-05-22,11.0,227.0,246.0,52.0,982.0,94.0,29.0,3879.0,,564.0,,,,,,1374.0,,367.0,20.0,36.0,17.0,
2018-05-23,24.0,387.0,258.0,326.0,925.0,108.0,80.0,7929.0,,843.0,,,,,,2374.0,,303.0,33.0,23.0,14.0,
2018-05-24,32.0,308.0,196.0,418.0,893.0,102.0,63.0,4973.0,,658.0,,,,,,2047.0,,317.0,16.0,19.0,21.0,
2018-05-25,27.0,310.0,181.0,248.0,710.0,70.0,19.0,4271.0,,648.0,,,,,,1741.0,,276.0,14.0,19.0,36.0,
2018-05-26,23.0,214.0,173.0,144.0,511.0,50.0,15.0,3284.0,,564.0,,,,,,1453.0,,283.0,22.0,32.0,19.0,
2018-05-27,8.0,239.0,188.0,104.0,454.0,37.0,19.0,3478.0,,599.0,,,,,,1643.0,,212.0,20.0,17.0,20.0,
2018-05-28,11.0,252.0,167.0,139.0,534.0,53.0,23.0,4398.0,,754.0,,,,,,1658.0,,112.0,18.0,12.0,14.0,
2018-05-29,19.0,296.0,188.0,90.0,752.0,73.0,28.0,5077.0,,717.0,,,,,,2034.0,,113.0,23.0,42.0,22.0,
2018-05-30,18.0,285.0,204.0,100.0,965.0,159.0,20.0,4609.0,,681.0,,,,,,1994.0,,129.0,33.0,36.0,21.0,
2018-05-31,17.0,232.0,187.0,146.0,704.0,50.0,15.0,3801.0,,640.0,,,,,,1576.0,,100.0,29.0,26.0,24.0,
2018-06-01,13.0,189.0,169.0,63.0,645.0,66.0,14.0,3484.0,,511.0,,,,,,1267.0,,102.0,17.0,20.0,6.0,
2018-06-02,5.0,211.0,157.0,67.0,600.0,41.0,9.0,3556.0,,610.0,,,,,,1251.0,,103.0,20.0,24.0,23.0,
2018-06-03,13.0,186.0,155.0,90.0,499.0,46.0,7.0,3752.0,,705.0,,,,,,1212.0,,94.0,24.0,25.0,19.0,
2018-06-04,11.0,297.0,201.0,136.0,671.0,69.0,11.0,4019.0,,711.0,,,,,,1380.0,,97.0,31.0,18.0,27.0,
2018-06-05,11.0,255.0,198.0,70.0,664.0,65.0,21.0,4308.0,,668.0,,,,,,1456.0,,91.0,18.0,16.0,9.0,
2018-06-06,15.0,235.0,180.0,68.0,591.0,76.0,19.0,3951.0,,625.0,,,,,,1298.0,,96.0,19.0,23.0,12.0,
2018-06-07,15.0,223.0,204.0,105.0,628.0,47.0,20.0,3664.0,,551.0,,,,,,1222.0,,79.0,20.0,21.0,12.0,
2018-06-08,8.0,167.0,195.0,92.0,500.0,60.0,20.0,3433.0,,550.0,,,,,,1123.0,,111.0,22.0,11.0,9.0,
2018-06-09,9.0,188.0,143.0,64.0,358.0,48.0,14.0,3052.0,,509.0,,,,,,1013.0,,94.0,15.0,21.0,22.0,
2018-06-10,9.0,180.0,138.0,56.0,391.0,37.0,16.0,3163.0,,499.0,,,,,,976.0,,107.0,33.0,23.0,29.0,
2018-06-11,14.0,223.0,182.0,60.0,558.0,58.0,19.0,3620.0,,538.0,,,,,,1078.0,,106.0,32.0,20.0,28.0,
2018-06-12,6.0,173.0,157.0,55.0,457.0,64.0,36.0,3185.0,,570.0,,,,,,1132.0,,90.0,18.0,22.0,21.0,
2018-06-13,9.0,224.0,177.0,49.0,476.0,53.0,20.0,3375.0,,622.0,,,,,,1083.0,,106.0,26.0,40.0,17.0,
2018-06-14,8.0,240.0,157.0,74.0,437.0,94.0,21.0,3331.0,,539.0,,,,,,1098.0,,107.0,38.0,51.0,19.0,
2018-06-15,3.0,199.0,161.0,51.0,405.0,43.0,20.0,2911.0,,467.0,,,,,,895.0,,98.0,14.0,21.0,19.0,
2018-06-16,3.0,154.0,108.0,49.0,376.0,43.0,8.0,2808.0,,427.0,,,,,,879.0,,97.0,18.0,16.0,14.0,
2018-06-17,5.0,161.0,163.0,45.0,439.0,42.0,11.0,2977.0,,479.0,,,,,,928.0,,145.0,11.0,14.0,18.0,
2018-06-18,10.0,177.0,182.0,44.0,637.0,92.0,21.0,3598.0,,531.0,,,,,,1299.0,,103.0,12.0,19.0,20.0,
2018-06-19,9.0,207.0,182.0,46.0,482.0,78.0,8.0,3362.0,,509.0,,,,,,1153.0,,90.0,19.0,29.0,17.0,
2018-06-20,11.0,188.0,170.0,110.0,438.0,63.0,24.0,3537.0,,599.0,,,,,,1290.0,,120.0,20.0,27.0,9.0,
2018-06-21,8.0,165.0,163.0,61.0,331.0,61.0,20.0,2911.0,,537.0,,,,,,971.0,,111.0,25.0,29.0,5.0,
2018-06-22,19.0,182.0,167.0,64.0,317.0,53.0,15.0,3059.0,,502.0,,,,,,935.0,,101.0,15.0,24.0,20.0,
2018-06-23,7.0,139.0,155.0,60.0,403.0,35.0,19.0,2875.0,,475.0,,,,,,932.0,,102.0,18.0,21.0,9.0,
2018-06-24,6.0,158.0,176.0,45.0,416.0,29.0,20.0,3211.0,,482.0,,,,,,923.0,,106.0,23.0,29.0,21.0,
2018-06-25,17.0,248.0,226.0,49.0,426.0,52.0,23.0,3368.0,,681.0,,,,,,988.0,,99.0,16.0,49.0,15.0,
2018-06-26,4.0,204.0,177.0,53.0,358.0,52.0,23.0,3116.0,,540.0,,,,,,953.0,,97.0,20.0,26.0,13.0,
2018-06-27,4.0,241.0,162.0,40.0,332.0,51.0,22.0,3773.0,,633.0,,,,,,1245.0,,81.0,21.0,28.0,16.0,
2018-06-28,14.0,224.0,159.0,48.0,360.0,51.0,18.0,3541.0,,542.0,,,,,,1576.0,,95.0,17.0,15.0,12.0,
2018-06-29,10.0,237.0,158.0,49.0,355.0,64.0,20.0,5295.0,,484.0,,,,,,1133.0,,67.0,25.0,16.0,18.0,
2018-06-30,8.0,213.0,251.0,45.0,305.0,49.0,10.0,3119.0,,439.0,,,,,,1107.0,,93.0,23.0,22.0,30.0,
2018-07-01,17.0,223.0,154.0,73.0,347.0,34.0,21.0,4795.0,,523.0,,,,,,1191.0,,102.0,22.0,30.0,9.0,
2018-07-02,22.0,265.0,291.0,68.0,318.0,53.0,30.0,3468.0,,550.0,,,,,,1200.0,,73.0,30.0,19.0,10.0,
2018-07-03,10.0,291.0,163.0,73.0,290.0,51.0,15.0,3301.0,,597.0,,,,,,1193.0,,70.0,27.0,27.0,10.0,
2018-07-04,24.0,279.0,170.0,79.0,332.0,62.0,15.0,3778.0,,560.0,,,,,,1380.0,,75.0,56.0,37.0,20.0,
2018-07-05,17.0,199.0,184.0,56.0,387.0,108.0,20.0,3438.0,,525.0,,,,,,1322.0,,87.0,44.0,21.0,14.0,
2018-07-06,4.0,257.0,149.0,40.0,353.0,69.0,9.0,3509.0,,523.0,,,,,,1295.0,,114.0,30.0,30.0,16.0,
2018-07-07,7.0,234.0,162.0,32.0,376.0,37.0,11.0,3546.0,,527.0,,,,,,1368.0,,84.0,34.0,27.0,19.0,
2018-07-08,14.0,216.0,129.0,42.0,491.0,36.0,9.0,3470.0,,597.0,,,,,,1444.0,,72.0,36.0,18.0,19.0,
2018-07-09,8.0,236.0,179.0,83.0,474.0,60.0,26.0,3716.0,,570.0,,,,,,1357.0,,111.0,32.0,24.0,21.0,
2018-07-10,7.0,205.0,147.0,61.0,357.0,56.0,19.0,3694.0,,554.0,,,,,,1373.0,,79.0,22.0,12.0,19.0,
2018-07-11,16.0,190.0,148.0,82.0,318.0,46.0,24.0,3736.0,,586.0,,,,,,1189.0,,85.0,15.0,21.0,14.0,
2018-07-12,18.0,204.0,178.0,93.0,318.0,69.0,20.0,3870.0,,605.0,,,,,,1147.0,,107.0,29.0,16.0,28.0,
2018-07-13,15.0,181.0,199.0,112.0,339.0,62.0,23.0,3718.0,,749.0,,,,,,1148.0,,95.0,28.0,22.0,15.0,
2018-07-14,3.0,186.0,152.0,65.0,366.0,45.0,13.0,3428.0,,655.0,,,,,,1130.0,,101.0,95.0,16.0,17.0,
2018-07-15,12.0,236.0,144.0,66.0,374.0,49.0,13.0,3684.0,,811.0,,,,,,1362.0,,93.0,24.0,14.0,21.0,
2018-07-16,21.0,226.0,182.0,53.0,415.0,63.0,24.0,4106.0,,850.0,,,,,,1415.0,,79.0,17.0,25.0,16.0,
2018-07-17,13.0,269.0,190.0,73.0,533.0,75.0,18.0,4246.0,,869.0,,,,,,1663.0,,67.0,47.0,20.0,7.0,
2018-07-18,14.0,216.0,179.0,65.0,541.0,95.0,21.0,4139.0,,831.0,,,,,,1682.0,,78.0,27.0,14.0,20.0,
2018-07-19,14.0,221.0,200.0,55.0,455.0,76.0,34.0,3845.0,,728.0,,,,,,1456.0,,106.0,31.0,23.0,19.0,
2018-07-20,9.0,209.0,173.0,62.0,429.0,44.0,20.0,3495.0,,612.0,,,,,,1325.0,,106.0,31.0,13.0,13.0,
2018-07-21,8.0,180.0,153.0,51.0,450.0,50.0,15.0,5253.0,,764.0,,,,,,1508.0,,91.0,23.0,19.0,14.0,
2018-07-22,22.0,168.0,164.0,55.0,418.0,53.0,12.0,4758.0,,694.0,,,,,,1487.0,,82.0,15.0,21.0,23.0,
2018-07-23,20.0,337.0,178.0,159.0,410.0,68.0,17.0,16949.0,,1684.0,,,,,,2465.0,,113.0,28.0,17.0,18.0,
2018-07-24,8.0,772.0,268.0,71.0,428.0,87.0,19.0,42796.0,,2336.0,,,,,,3767.0,,88.0,25.0,20.0,15.0,
2018-07-25,11.0,404.0,197.0,58.0,330.0,102.0,24.0,17126.0,,1263.0,,,,,,1908.0,,82.0,19.0,26.0,11.0,
2018-07-26,7.0,248.0,188.0,125.0,339.0,81.0,23.0,9431.0,,753.0,,,,,,1533.0,,101.0,26.0,13.0,15.0,
2018-07-27,13.0,206.0,178.0,81.0,324.0,97.0,15.0,5854.0,,694.0,,,,,,1342.0,,96.0,35.0,11.0,9.0,
2018-07-28,9.0,238.0,210.0,56.0,349.0,71.0,14.0,4886.0,,651.0,,,,,,1147.0,,82.0,27.0,17.0,22.0,
2018-07-29,18.0,225.0,155.0,45.0,426.0,52.0,17.0,5214.0,,783.0,,,,,,1694.0,,70.0,22.0,32.0,20.0,
2018-07-30,13.0,243.0,184.0,55.0,347.0,90.0,21.0,5060.0,,748.0,,,,,,1345.0,,79.0,38.0,14.0,16.0,
2018-07-31,12.0,226.0,201.0,62.0,320.0,108.0,18.0,4533.0,,705.0,,,,,,1329.0,,90.0,28.0,26.0,12.0,
2018-08-01,4.0,211.0,191.0,80.0,341.0,148.0,17.0,4300.0,,704.0,,,,,,1343.0,,88.0,29.0,15.0,19.0,
2018-08-02,17.0,195.0,173.0,120.0,303.0,121.0,20.0,4060.0,,654.0,,,,,,1180.0,,95.0,22.0,8.0,19.0,
2018-08-03,11.0,201.0,148.0,88.0,312.0,76.0,17.0,4757.0,,638.0,,,,,,1229.0,,83.0,19.0,29.0,20.0,
2018-08-04,13.0,172.0,167.0,92.0,374.0,51.0,11.0,3639.0,,571.0,,,,,,1236.0,,95.0,56.0,43.0,17.0,
2018-08-05,15.0,197.0,151.0,57.0,399.0,32.0,12.0,3603.0,,609.0,,,,,,1182.0,,78.0,48.0,23.0,15.0,
2018-08-06,14.0,243.0,162.0,43.0,370.0,78.0,19.0,3833.0,,622.0,,,,,,1287.0,,89.0,36.0,34.0,18.0,
2018-08-07,18.0,187.0,179.0,63.0,329.0,64.0,168.0,3721.0,,652.0,,,,,,1245.0,,86.0,38.0,17.0,11.0,
2018-08-08,8.0,200.0,168.0,84.0,286.0,78.0,189.0,3504.0,,593.0,,,,,,1196.0,,102.0,36.0,27.0,16.0,
2018-08-09,10.0,181.0,201.0,52.0,315.0,83.0,40.0,3887.0,,623.0,,,,,,1237.0,,79.0,36.0,10.0,24.0,
2018-08-10,12.0,207.0,189.0,78.0,328.0,58.0,28.0,3654.0,,605.0,,,,,,1107.0,,79.0,20.0,23.0,17.0,
2018-08-11,12.0,142.0,139.0,52.0,311.0,53.0,19.0,3248.0,,587.0,,,,,,1011.0,,94.0,15.0,21.0,11.0,
2018-08-12,15.0,302.0,158.0,44.0,455.0,46.0,27.0,8518.0,,978.0,,,,,,1504.0,,80.0,33.0,20.0,12.0,
2018-08-13,13.0,214.0,159.0,60.0,363.0,53.0,32.0,4770.0,,828.0,,,,,,1425.0,,95.0,33.0,17.0,15.0,
2018-08-14,11.0,268.0,184.0,63.0,369.0,86.0,34.0,4252.0,,701.0,,,,,,1211.0,,95.0,36.0,21.0,18.0,
2018-08-15,12.0,180.0,179.0,56.0,361.0,88.0,27.0,3736.0,,586.0,,,,,,1050.0,,96.0,29.0,18.0,21.0,
2018-08-16,10.0,216.0,187.0,48.0,342.0,84.0,28.0,3479.0,,586.0,,,,,,1118.0,,94.0,26.0,22.0,15.0,
2018-08-17,8.0,182.0,157.0,71.0,356.0,73.0,18.0,3081.0,,611.0,,,,,,1037.0,,99.0,21.0,26.0,20.0,
2018-08-18,9.0,189.0,108.0,49.0,470.0,56.0,21.0,4206.0,,620.0,,,,,,1335.0,,99.0,15.0,10.0,32.0,
2018-08-19,12.0,217.0,137.0,59.0,507.0,65.0,29.0,3826.0,,608.0,,,,,,1568.0,,91.0,29.0,26.0,11.0,
2018-08-20,17.0,174.0,220.0,69.0,426.0,74.0,21.0,3683.0,,647.0,,,,,,1421.0,,85.0,31.0,18.0,14.0,
2018-08-21,4.0,163.0,189.0,71.0,366.0,56.0,41.0,3377.0,,629.0,,,,,,1159.0,,90.0,37.0,19.0,16.0,
2018-08-22,12.0,197.0,205.0,66.0,391.0,65.0,35.0,3403.0,,555.0,,,,,,1108.0,,110.0,35.0,17.0,21.0,
2018-08-23,10.0,190.0,162.0,64.0,343.0,61.0,34.0,3307.0,,599.0,,,,,,1119.0,,116.0,39.0,27.0,21.0,
2018-08-24,17.0,203.0,180.0,72.0,338.0,78.0,38.0,3261.0,,541.0,,,,,,1217.0,,118.0,35.0,21.0,18.0,
2018-08-25,9.0,180.0,119.0,52.0,336.0,39.0,22.0,3711.0,,562.0,,,,,,1365.0,,102.0,30.0,30.0,12.0,
2018-08-26,12.0,159.0,118.0,57.0,416.0,36.0,18.0,3343.0,,545.0,,,,,,1621.0,,92.0,26.0,33.0,29.0,
2018-08-27,6.0,186.0,162.0,82.0,399.0,66.0,23.0,3601.0,,603.0,,,,,,1693.0,,102.0,45.0,54.0,20.0,
2018-08-28,13.0,237.0,206.0,52.0,447.0,51.0,33.0,4544.0,,963.0,,,,,,2358.0,,74.0,22.0,23.0,32.0,
2018-08-29,15.0,194.0,178.0,64.0,323.0,75.0,35.0,4751.0,,639.0,,,,,,1531.0,,94.0,47.0,42.0,19.0,
2018-08-30,18.0,221.0,158.0,35.0,304.0,86.0,22.0,3576.0,,585.0,,,,,,1218.0,,67.0,44.0,27.0,20.0,
2018-08-31,8.0,149.0,181.0,50.0,331.0,69.0,22.0,3292.0,,573.0,,,,,,1087.0,,84.0,11.0,18.0,18.0,
2018-09-01,5.0,151.0,130.0,52.0,318.0,49.0,20.0,2918.0,,412.0,,,,,,1023.0,,95.0,27.0,19.0,9.0,
2018-09-02,12.0,177.0,128.0,36.0,457.0,51.0,17.0,4088.0,,600.0,,,,,,1104.0,,111.0,26.0,7.0,14.0,
2018-09-03,7.0,171.0,154.0,59.0,449.0,75.0,28.0,3386.0,,614.0,,,,,,1241.0,,81.0,23.0,23.0,15.0,
2018-09-04,13.0,215.0,170.0,64.0,383.0,80.0,23.0,5682.0,,622.0,,,,,,1159.0,,84.0,34.0,19.0,17.0,
2018-09-05,15.0,177.0,192.0,50.0,424.0,95.0,37.0,3827.0,,605.0,,,,,,1160.0,,67.0,22.0,33.0,20.0,
2018-09-06,7.0,195.0,189.0,48.0,396.0,52.0,21.0,3710.0,,632.0,,,,,,1158.0,,78.0,28.0,29.0,17.0,
2018-09-07,4.0,155.0,174.0,67.0,353.0,45.0,18.0,3396.0,,538.0,,,,,,933.0,,74.0,18.0,18.0,27.0,
2018-09-08,4.0,137.0,130.0,40.0,378.0,40.0,18.0,3304.0,,514.0,,,,,,1003.0,,56.0,24.0,16.0,9.0,
2018-09-09,14.0,202.0,149.0,40.0,422.0,53.0,13.0,3689.0,,594.0,,,,,,1169.0,,70.0,22.0,14.0,18.0,
2018-09-10,13.0,178.0,154.0,58.0,479.0,68.0,22.0,4311.0,,646.0,,,,,,1263.0,,63.0,28.0,30.0,12.0,
2018-09-11,11.0,198.0,208.0,54.0,565.0,71.0,36.0,4340.0,,613.0,,,,,,1593.0,,95.0,23.0,31.0,21.0,
2018-09-12,6.0,225.0,185.0,46.0,397.0,71.0,25.0,3761.0,,591.0,,,,,,1234.0,,93.0,21.0,18.0,18.0,
2018-09-13,8.0,208.0,198.0,63.0,406.0,66.0,22.0,3619.0,,562.0,,,,,,1101.0,,82.0,19.0,17.0,26.0,
2018-09-14,9.0,200.0,195.0,67.0,421.0,60.0,22.0,3299.0,,499.0,,,,,,1160.0,,67.0,33.0,16.0,17.0,
2018-09-15,9.0,169.0,126.0,78.0,472.0,50.0,33.0,3351.0,,531.0,,,,,,1345.0,,86.0,31.0,15.0,18.0,
2018-09-16,11.0,276.0,152.0,57.0,440.0,51.0,19.0,3589.0,,612.0,,,,,,1345.0,,61.0,36.0,36.0,24.0,
2018-09-17,19.0,192.0,195.0,67.0,496.0,83.0,27.0,4860.0,,1346.0,,,,,,1245.0,,70.0,40.0,19.0,37.0,
2018-09-18,10.0,187.0,188.0,73.0,427.0,79.0,33.0,4107.0,,606.0,,,,,,1133.0,,72.0,33.0,27.0,7.0,
2018-09-19,11.0,194.0,175.0,58.0,438.0,67.0,27.0,3655.0,,609.0,,,,,,1117.0,,85.0,32.0,25.0,11.0,
2018-09-20,13.0,200.0,175.0,87.0,368.0,72.0,32.0,3922.0,,632.0,,,,,,1165.0,,86.0,38.0,32.0,10.0,
2018-09-21,12.0,163.0,184.0,101.0,471.0,52.0,38.0,7627.0,,564.0,,,,,,996.0,,99.0,23.0,23.0,24.0,
2018-09-22,7.0,130.0,180.0,80.0,483.0,42.0,22.0,3270.0,,524.0,,,,,,1000.0,,75.0,33.0,26.0,19.0,
2018-09-23,10.0,188.0,197.0,70.0,521.0,52.0,19.0,4444.0,,536.0,,,,,,1249.0,,94.0,45.0,15.0,12.0,
2018-09-24,15.0,196.0,188.0,74.0,502.0,63.0,16.0,4170.0,,645.0,,,,,,1453.0,,73.0,31.0,32.0,9.0,
2018-09-25,21.0,242.0,193.0,83.0,384.0,71.0,27.0,3947.0,,564.0,,,,,,1453.0,,91.0,40.0,31.0,15.0,
2018-09-26,10.0,205.0,202.0,68.0,386.0,57.0,17.0,3537.0,,616.0,,,,,,1130.0,,90.0,32.0,24.0,17.0,
2018-09-27,9.0,201.0,168.0,67.0,334.0,48.0,35.0,3623.0,,548.0,,,,,,1117.0,,85.0,34.0,27.0,15.0,
2018-09-28,8.0,196.0,174.0,58.0,382.0,56.0,31.0,7119.0,,496.0,,,,,,1089.0,,98.0,33.0,28.0,16.0,
2018-09-29,10.0,171.0,164.0,74.0,892.0,37.0,11.0,3094.0,,475.0,,,,,,1121.0,,102.0,29.0,29.0,5.0,
2018-09-30,14.0,154.0,177.0,62.0,482.0,48.0,28.0,3446.0,,460.0,,,,,,1092.0,,161.0,27.0,24.0,12.0,
2018-10-01,14.0,172.0,165.0,136.0,425.0,62.0,28.0,3893.0,,476.0,,,,,,1208.0,,78.0,18.0,20.0,23.0,
2018-10-02,18.0,191.0,176.0,85.0,435.0,70.0,26.0,3673.0,,522.0,,,,,,1208.0,,85.0,28.0,12.0,17.0,
2018-10-03,22.0,212.0,155.0,78.0,407.0,101.0,24.0,3372.0,,557.0,,,,,,1071.0,,81.0,28.0,25.0,13.0,
2018-10-04,13.0,182.0,193.0,159.0,404.0,55.0,39.0,3184.0,,476.0,,,,,,1087.0,,87.0,37.0,13.0,13.0,
2018-10-05,15.0,184.0,171.0,133.0,393.0,89.0,16.0,3287.0,,522.0,,,,,,1216.0,,77.0,39.0,21.0,24.0,
2018-10-06,7.0,139.0,114.0,89.0,325.0,51.0,14.0,2978.0,,438.0,,,,,,1016.0,,80.0,24.0,18.0,19.0,
2018-10-07,15.0,151.0,118.0,102.0,535.0,44.0,10.0,3096.0,,520.0,,,,,,1049.0,,74.0,26.0,13.0,18.0,
2018-10-08,18.0,174.0,186.0,156.0,398.0,97.0,21.0,3553.0,,575.0,,,,,,1265.0,,79.0,30.0,32.0,20.0,
2018-10-09,19.0,182.0,187.0,375.0,386.0,95.0,26.0,3705.0,,577.0,,,,,,1198.0,,99.0,37.0,35.0,17.0,
2018-10-10,35.0,198.0,210.0,1108.0,392.0,123.0,28.0,3606.0,,516.0,,,,,,1283.0,,91.0,39.0,24.0,14.0,
2018-10-11,37.0,208.0,204.0,1576.0,416.0,78.0,26.0,3843.0,,554.0,,,,,,1246.0,,146.0,41.0,22.0,17.0,
2018-10-12,90.0,172.0,224.0,4886.0,510.0,66.0,39.0,3920.0,,561.0,,,,,,1444.0,,63.0,48.0,51.0,19.0,
2018-10-13,42.0,137.0,157.0,2492.0,338.0,53.0,32.0,3076.0,,466.0,,,,,,1211.0,,69.0,50.0,30.0,18.0,
2018-10-14,28.0,189.0,163.0,1221.0,368.0,38.0,28.0,3398.0,,464.0,,,,,,1114.0,,89.0,20.0,27.0,14.0,
2018-10-15,45.0,219.0,171.0,1014.0,395.0,69.0,35.0,4180.0,,643.0,,,,,,1308.0,,79.0,24.0,21.0,23.0,
2018-10-16,29.0,275.0,221.0,622.0,1074.0,74.0,34.0,5840.0,,911.0,,,,,,2402.0,,72.0,26.0,19.0,16.0,
2018-10-17,18.0,213.0,226.0,469.0,1628.0,74.0,37.0,6333.0,,891.0,,,,,,3546.0,,92.0,43.0,27.0,20.0,
2018-10-18,24.0,195.0,233.0,434.0,1392.0,81.0,25.0,6373.0,,798.0,,,,,,3403.0,,86.0,48.0,31.0,20.0,
2018-10-19,25.0,197.0,240.0,486.0,1430.0,65.0,59.0,5998.0,,940.0,,,,,,3774.0,,83.0,38.0,26.0,22.0,
2018-10-20,22.0,153.0,168.0,259.0,1019.0,39.0,14.0,5103.0,,821.0,,,,,,2629.0,,68.0,21.0,16.0,12.0,
2018-10-21,19.0,189.0,138.0,281.0,760.0,57.0,30.0,4424.0,,703.0,,,,,,2068.0,,58.0,30.0,11.0,17.0,
2018-10-22,14.0,255.0,222.0,229.0,764.0,78.0,23.0,6084.0,,783.0,,,,,,3096.0,,81.0,127.0,41.0,14.0,
2018-10-23,24.0,205.0,199.0,232.0,605.0,57.0,40.0,5250.0,,792.0,,,,,,2916.0,,83.0,184.0,24.0,22.0,
2018-10-24,28.0,183.0,257.0,273.0,1173.0,68.0,21.0,6436.0,,801.0,,,,,,3758.0,,82.0,41.0,15.0,17.0,
2018-10-25,19.0,267.0,280.0,258.0,1640.0,59.0,19.0,7967.0,,1014.0,,,,,,9729.0,,93.0,44.0,37.0,30.0,
2018-10-26,24.0,216.0,174.0,203.0,856.0,50.0,35.0,5004.0,,802.0,,,,,,4903.0,,88.0,32.0,33.0,30.0,
2018-10-27,11.0,195.0,165.0,135.0,790.0,59.0,22.0,4064.0,,774.0,,,,,,2778.0,,107.0,41.0,36.0,24.0,
2018-10-28,22.0,199.0,162.0,138.0,1077.0,34.0,24.0,4329.0,,649.0,,,,,,2561.0,,74.0,33.0,24.0,33.0,
2018-10-29,7.0,244.0,198.0,134.0,569.0,63.0,29.0,4176.0,,671.0,,,,,,1752.0,,164.0,30.0,42.0,39.0,
2018-10-30,13.0,232.0,187.0,140.0,616.0,67.0,37.0,4065.0,,611.0,,,,,,1742.0,,71.0,25.0,21.0,16.0,
2018-10-31,10.0,216.0,193.0,173.0,543.0,69.0,29.0,3557.0,,586.0,,,,,,1389.0,,103.0,17.0,34.0,12.0,
2018-11-01,27.0,208.0,205.0,166.0,475.0,49.0,19.0,3820.0,,650.0,,,,,,1518.0,,78.0,34.0,20.0,15.0,
2018-11-02,16.0,177.0,181.0,154.0,560.0,70.0,23.0,3475.0,,643.0,,,,,,1267.0,,105.0,21.0,23.0,13.0,
2018-11-03,16.0,191.0,137.0,216.0,417.0,40.0,20.0,5677.0,,648.0,,,,,,1396.0,,94.0,24.0,32.0,12.0,
2018-11-04,16.0,204.0,136.0,385.0,505.0,56.0,18.0,3795.0,,543.0,,,,,,1332.0,,108.0,35.0,9.0,17.0,
2018-11-05,11.0,269.0,196.0,234.0,560.0,61.0,24.0,3929.0,,609.0,,,,,,1449.0,,60.0,41.0,32.0,10.0,
2018-11-06,27.0,257.0,209.0,194.0,483.0,88.0,26.0,3975.0,,679.0,,,,,,1448.0,,74.0,33.0,12.0,18.0,
2018-11-07,12.0,245.0,170.0,167.0,468.0,73.0,32.0,3670.0,,639.0,,,,,,1313.0,,114.0,38.0,33.0,29.0,
2018-11-08,14.0,236.0,169.0,149.0,496.0,78.0,23.0,3807.0,,1036.0,,,,,,1263.0,,99.0,31.0,33.0,23.0,
2018-11-09,13.0,240.0,184.0,131.0,364.0,68.0,36.0,3250.0,,679.0,,,,,,1143.0,,93.0,21.0,23.0,19.0,
