,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2021-08-31,19.0,118.0,306.0,60.0,585.0,53.0,29.0,4223.0,30.0,762.0,1.0,,,5.0,,1972.0,5.0,43.0,11.0,29.0,5.0,4.0
2021-09-01,5.0,159.0,297.0,70.0,681.0,86.0,47.0,4188.0,31.0,688.0,1.0,,,11.0,,1694.0,4.0,22.0,23.0,27.0,7.0,2.0
2021-09-02,8.0,148.0,280.0,56.0,637.0,37.0,22.0,4417.0,22.0,703.0,2.0,,,4.0,,1696.0,3.0,31.0,12.0,14.0,4.0,2.0
2021-09-03,4.0,133.0,357.0,76.0,587.0,36.0,25.0,4216.0,29.0,726.0,8.0,,,2.0,,1532.0,8.0,23.0,11.0,21.0,12.0,2.0
2021-09-04,9.0,151.0,268.0,74.0,594.0,57.0,29.0,3812.0,15.0,640.0,7.0,,,6.0,,1379.0,3.0,31.0,13.0,17.0,8.0,3.0
2021-09-05,11.0,170.0,317.0,63.0,710.0,41.0,18.0,4795.0,24.0,776.0,11.0,,,2.0,,2964.0,3.0,27.0,13.0,18.0,7.0,4.0
2021-09-06,8.0,179.0,275.0,68.0,713.0,54.0,17.0,4832.0,22.0,785.0,4.0,,,,,3396.0,3.0,26.0,15.0,21.0,5.0,
2021-09-07,6.0,157.0,315.0,76.0,751.0,28.0,25.0,4523.0,27.0,721.0,1.0,,,,,2482.0,2.0,15.0,14.0,18.0,5.0,1.0
2021-09-08,20.0,185.0,310.0,72.0,544.0,37.0,32.0,10875.0,22.0,914.0,7.0,,,2.0,,2150.0,5.0,41.0,17.0,19.0,8.0,3.0
2021-09-09,6.0,162.0,314.0,108.0,586.0,43.0,25.0,5471.0,26.0,703.0,3.0,,,,,1754.0,1.0,43.0,19.0,33.0,8.0,2.0
2021-09-10,5.0,142.0,318.0,64.0,567.0,63.0,35.0,4964.0,31.0,867.0,3.0,,,2.0,,1512.0,4.0,35.0,15.0,36.0,8.0,1.0
2021-09-11,7.0,106.0,249.0,46.0,549.0,34.0,24.0,3633.0,29.0,653.0,3.0,,,3.0,,1381.0,7.0,24.0,14.0,30.0,12.0,1.0
2021-09-12,7.0,128.0,268.0,47.0,630.0,65.0,17.0,3938.0,27.0,723.0,1.0,,,1.0,,1526.0,1.0,18.0,12.0,28.0,9.0,2.0
2021-09-13,8.0,142.0,272.0,58.0,542.0,109.0,17.0,4168.0,17.0,690.0,5.0,,,,,1512.0,8.0,44.0,17.0,33.0,4.0,1.0
2021-09-14,15.0,187.0,370.0,51.0,665.0,50.0,16.0,4155.0,24.0,814.0,3.0,,,1.0,,1532.0,7.0,31.0,31.0,15.0,8.0,7.0
2021-09-15,16.0,184.0,398.0,71.0,602.0,73.0,31.0,4727.0,26.0,764.0,4.0,,,,,1451.0,3.0,30.0,13.0,26.0,5.0,2.0
2021-09-16,12.0,172.0,371.0,61.0,590.0,51.0,28.0,4337.0,23.0,777.0,5.0,,,2.0,,1387.0,3.0,27.0,17.0,33.0,7.0,7.0
2021-09-17,9.0,182.0,383.0,75.0,645.0,65.0,44.0,4435.0,17.0,828.0,1.0,,,2.0,,1322.0,3.0,46.0,11.0,24.0,9.0,2.0
2021-09-18,10.0,173.0,313.0,63.0,597.0,67.0,16.0,3726.0,16.0,923.0,2.0,,,,,1392.0,2.0,35.0,11.0,19.0,8.0,
2021-09-19,10.0,171.0,296.0,56.0,809.0,64.0,17.0,4012.0,17.0,975.0,2.0,,,,,1429.0,8.0,14.0,7.0,16.0,4.0,2.0
2021-09-20,24.0,206.0,457.0,108.0,25079.0,55.0,15.0,8544.0,47.0,1826.0,13.0,,,1.0,,9347.0,3.0,25.0,13.0,10.0,1.0,1.0
2021-09-21,10.0,207.0,464.0,113.0,13507.0,183.0,19.0,6487.0,21.0,1492.0,9.0,,,1.0,,5322.0,3.0,19.0,9.0,21.0,7.0,8.0
2021-09-22,17.0,188.0,407.0,86.0,4156.0,83.0,30.0,4735.0,24.0,981.0,8.0,,,2.0,,2595.0,4.0,19.0,12.0,29.0,9.0,
2021-09-23,8.0,211.0,376.0,65.0,1931.0,65.0,14.0,4771.0,37.0,1144.0,8.0,,,4.0,,2039.0,4.0,22.0,14.0,8.0,6.0,
2021-09-24,8.0,160.0,392.0,52.0,1379.0,54.0,20.0,4354.0,28.0,905.0,2.0,,,4.0,,1900.0,3.0,51.0,9.0,19.0,8.0,4.0
2021-09-25,11.0,162.0,291.0,70.0,1078.0,51.0,34.0,4383.0,28.0,940.0,3.0,,,,,2094.0,3.0,13.0,15.0,15.0,6.0,4.0
2021-09-26,31.0,195.0,369.0,79.0,1512.0,65.0,17.0,6540.0,39.0,1098.0,2.0,,,7.0,,2963.0,3.0,28.0,15.0,13.0,8.0,2.0
2021-09-27,13.0,271.0,384.0,77.0,1272.0,64.0,20.0,6654.0,41.0,1031.0,2.0,,,4.0,,2837.0,3.0,29.0,16.0,26.0,3.0,5.0
2021-09-28,11.0,229.0,331.0,59.0,970.0,86.0,28.0,5562.0,91.0,862.0,4.0,,,,,2207.0,3.0,28.0,15.0,15.0,5.0,2.0
2021-09-29,11.0,187.0,348.0,83.0,836.0,73.0,27.0,4808.0,91.0,873.0,4.0,,,2.0,,1897.0,5.0,33.0,14.0,52.0,7.0,3.0
2021-09-30,11.0,266.0,374.0,54.0,760.0,57.0,11.0,4407.0,37.0,820.0,2.0,,,,,1703.0,5.0,28.0,16.0,41.0,6.0,3.0
2021-10-01,11.0,139.0,314.0,64.0,920.0,53.0,35.0,4018.0,30.0,745.0,2.0,,,2.0,,1557.0,3.0,34.0,32.0,37.0,6.0,6.0
2021-10-02,5.0,201.0,303.0,75.0,598.0,44.0,16.0,3635.0,22.0,702.0,1.0,,,,,1491.0,4.0,46.0,19.0,17.0,4.0,2.0
2021-10-03,7.0,176.0,331.0,72.0,568.0,75.0,20.0,3861.0,40.0,724.0,2.0,,,2.0,,1517.0,4.0,28.0,16.0,14.0,10.0,9.0
2021-10-04,12.0,188.0,384.0,62.0,580.0,92.0,27.0,4120.0,23.0,751.0,2.0,,,3.0,,1612.0,3.0,44.0,21.0,21.0,11.0,15.0
2021-10-05,12.0,195.0,388.0,64.0,568.0,84.0,19.0,3906.0,45.0,793.0,3.0,,,4.0,,1418.0,5.0,30.0,19.0,23.0,13.0,1.0
2021-10-06,12.0,169.0,343.0,56.0,539.0,72.0,22.0,3901.0,25.0,684.0,5.0,,,1.0,,1494.0,6.0,22.0,14.0,24.0,7.0,1.0
2021-10-07,7.0,168.0,298.0,56.0,661.0,52.0,30.0,4104.0,22.0,778.0,3.0,,,7.0,,1615.0,6.0,35.0,12.0,25.0,8.0,4.0
2021-10-08,10.0,193.0,273.0,56.0,508.0,60.0,23.0,3954.0,25.0,750.0,3.0,,,3.0,,1688.0,1.0,22.0,19.0,12.0,3.0,3.0
2021-10-09,13.0,182.0,402.0,53.0,513.0,47.0,29.0,4011.0,18.0,642.0,5.0,,,1.0,,1602.0,4.0,31.0,18.0,32.0,12.0,3.0
2021-10-10,10.0,183.0,323.0,73.0,532.0,51.0,18.0,4048.0,20.0,710.0,6.0,,,3.0,,1531.0,2.0,29.0,11.0,16.0,11.0,1.0
2021-10-11,8.0,164.0,289.0,48.0,527.0,60.0,22.0,4026.0,13.0,712.0,3.0,,,3.0,,1468.0,3.0,27.0,14.0,41.0,5.0,7.0
2021-10-12,6.0,192.0,312.0,65.0,575.0,48.0,22.0,3836.0,32.0,657.0,4.0,,,1.0,,1429.0,3.0,18.0,11.0,24.0,7.0,2.0
2021-10-13,7.0,193.0,298.0,62.0,566.0,52.0,28.0,4624.0,29.0,701.0,5.0,,,,,1460.0,3.0,29.0,19.0,27.0,1.0,4.0
2021-10-14,12.0,170.0,328.0,47.0,531.0,51.0,28.0,4170.0,26.0,676.0,5.0,,,2.0,,1373.0,1.0,49.0,10.0,35.0,4.0,7.0
2021-10-15,6.0,165.0,281.0,62.0,757.0,45.0,33.0,4326.0,123.0,677.0,1.0,,,1.0,,1700.0,4.0,32.0,10.0,25.0,3.0,3.0
2021-10-16,5.0,152.0,254.0,43.0,520.0,42.0,13.0,3570.0,25.0,592.0,3.0,,,1.0,,1237.0,1.0,48.0,16.0,38.0,10.0,2.0
2021-10-17,9.0,152.0,300.0,58.0,535.0,30.0,16.0,3736.0,36.0,652.0,,,,,,1374.0,1.0,42.0,13.0,36.0,6.0,4.0
2021-10-18,13.0,164.0,267.0,69.0,740.0,31.0,22.0,4087.0,31.0,659.0,3.0,,,,,1342.0,3.0,34.0,31.0,28.0,6.0,3.0
2021-10-19,8.0,181.0,299.0,42.0,834.0,44.0,21.0,3733.0,23.0,597.0,3.0,,,1.0,,1314.0,3.0,23.0,11.0,16.0,6.0,4.0
2021-10-20,15.0,164.0,271.0,46.0,688.0,42.0,59.0,3597.0,17.0,600.0,1.0,,,1.0,,1369.0,,20.0,15.0,18.0,8.0,2.0
2021-10-21,18.0,190.0,361.0,59.0,796.0,44.0,37.0,3944.0,20.0,730.0,8.0,,,1.0,,1438.0,3.0,23.0,12.0,48.0,2.0,
2021-10-22,13.0,123.0,325.0,51.0,613.0,51.0,14.0,3791.0,23.0,612.0,2.0,,,2.0,,1240.0,8.0,32.0,23.0,33.0,11.0,3.0
2021-10-23,9.0,149.0,355.0,99.0,501.0,26.0,11.0,3420.0,28.0,555.0,8.0,,,2.0,,1682.0,7.0,25.0,35.0,18.0,5.0,3.0
2021-10-24,11.0,153.0,361.0,62.0,544.0,42.0,13.0,3495.0,36.0,658.0,7.0,,,1.0,,1643.0,4.0,18.0,27.0,17.0,4.0,2.0
2021-10-25,11.0,151.0,403.0,57.0,570.0,61.0,24.0,4099.0,38.0,754.0,2.0,,,4.0,,1725.0,3.0,9.0,23.0,19.0,9.0,4.0
2021-10-26,3.0,174.0,331.0,49.0,495.0,47.0,18.0,4075.0,39.0,750.0,2.0,,,1.0,,1377.0,11.0,25.0,17.0,15.0,8.0,
2021-10-27,15.0,161.0,314.0,65.0,571.0,54.0,17.0,4019.0,23.0,789.0,7.0,,,2.0,,1375.0,6.0,38.0,16.0,23.0,8.0,7.0
2021-10-28,17.0,195.0,333.0,56.0,518.0,54.0,16.0,3940.0,46.0,664.0,4.0,,,2.0,,1629.0,3.0,26.0,12.0,31.0,7.0,2.0
2021-10-29,6.0,145.0,296.0,43.0,443.0,57.0,12.0,3575.0,35.0,567.0,4.0,,,2.0,,1523.0,6.0,28.0,13.0,22.0,6.0,5.0
2021-10-30,10.0,136.0,273.0,38.0,458.0,56.0,22.0,3589.0,31.0,502.0,2.0,,,2.0,,1571.0,4.0,23.0,16.0,35.0,8.0,
2021-10-31,7.0,113.0,296.0,65.0,472.0,42.0,10.0,3893.0,23.0,581.0,2.0,,,,,3497.0,6.0,29.0,8.0,34.0,6.0,2.0
2021-11-01,4.0,186.0,351.0,62.0,520.0,66.0,12.0,4190.0,13.0,678.0,1.0,,,1.0,,1496.0,2.0,35.0,16.0,20.0,12.0,
2021-11-02,3.0,168.0,347.0,64.0,715.0,63.0,27.0,3865.0,22.0,792.0,4.0,,,1.0,,1442.0,1.0,20.0,10.0,17.0,3.0,1.0
2021-11-03,17.0,189.0,350.0,83.0,555.0,59.0,22.0,3583.0,31.0,636.0,1.0,,,,,1291.0,7.0,26.0,29.0,22.0,9.0,
2021-11-04,22.0,206.0,278.0,45.0,946.0,46.0,23.0,3662.0,21.0,660.0,3.0,,,1.0,,1370.0,2.0,17.0,14.0,26.0,10.0,3.0
2021-11-05,8.0,192.0,331.0,64.0,524.0,50.0,18.0,3740.0,31.0,683.0,3.0,,,1.0,,1238.0,1.0,33.0,12.0,25.0,5.0,4.0
2021-11-06,14.0,120.0,241.0,37.0,826.0,36.0,25.0,3798.0,37.0,759.0,3.0,,,5.0,,1251.0,6.0,22.0,14.0,11.0,8.0,1.0
2021-11-07,13.0,177.0,273.0,42.0,475.0,52.0,24.0,4391.0,32.0,981.0,2.0,,,2.0,,1681.0,3.0,30.0,15.0,17.0,8.0,1.0
2021-11-08,16.0,158.0,330.0,63.0,925.0,53.0,34.0,4766.0,23.0,882.0,2.0,,,5.0,,1819.0,6.0,32.0,20.0,19.0,3.0,2.0
2021-11-09,11.0,210.0,336.0,57.0,763.0,63.0,40.0,4985.0,34.0,1037.0,6.0,,,3.0,,1866.0,1.0,48.0,9.0,24.0,8.0,2.0
2021-11-10,6.0,195.0,310.0,79.0,504.0,65.0,22.0,4106.0,31.0,718.0,7.0,,,5.0,,1507.0,4.0,23.0,14.0,31.0,6.0,
2021-11-11,6.0,184.0,385.0,56.0,978.0,49.0,34.0,4041.0,26.0,646.0,3.0,,,3.0,,1529.0,3.0,30.0,11.0,28.0,3.0,4.0
2021-11-12,13.0,185.0,322.0,68.0,582.0,60.0,31.0,3579.0,42.0,646.0,1.0,,,3.0,,1452.0,17.0,23.0,11.0,21.0,5.0,2.0
2021-11-13,5.0,149.0,261.0,47.0,1165.0,51.0,23.0,3215.0,49.0,564.0,5.0,,,1.0,,1293.0,6.0,23.0,19.0,19.0,5.0,
2021-11-14,6.0,176.0,241.0,62.0,1318.0,40.0,19.0,3947.0,21.0,673.0,,,,1.0,,1578.0,5.0,14.0,16.0,8.0,5.0,
2021-11-15,10.0,179.0,284.0,59.0,660.0,81.0,31.0,3870.0,23.0,768.0,2.0,,,1.0,,1444.0,6.0,30.0,8.0,31.0,5.0,1.0
2021-11-16,9.0,198.0,294.0,59.0,558.0,52.0,26.0,3678.0,27.0,655.0,4.0,,,,,1319.0,3.0,14.0,17.0,28.0,5.0,1.0
2021-11-17,13.0,173.0,303.0,49.0,526.0,25.0,30.0,3576.0,15.0,745.0,3.0,,,2.0,,1241.0,8.0,40.0,16.0,21.0,14.0,1.0
2021-11-18,11.0,231.0,310.0,55.0,662.0,61.0,28.0,3733.0,68.0,677.0,1.0,,,2.0,,1292.0,2.0,36.0,10.0,25.0,4.0,1.0
2021-11-19,10.0,175.0,290.0,50.0,627.0,46.0,24.0,3351.0,16.0,586.0,6.0,,,1.0,,1205.0,11.0,29.0,9.0,16.0,5.0,7.0
2021-11-20,11.0,178.0,248.0,52.0,413.0,39.0,22.0,3215.0,17.0,578.0,6.0,,,1.0,,1271.0,17.0,25.0,20.0,16.0,3.0,1.0
2021-11-21,16.0,194.0,270.0,47.0,436.0,61.0,11.0,3324.0,17.0,580.0,3.0,,,3.0,,1605.0,6.0,20.0,12.0,19.0,7.0,2.0
2021-11-22,7.0,176.0,302.0,52.0,603.0,90.0,29.0,3752.0,28.0,675.0,3.0,,,1.0,,1555.0,5.0,25.0,9.0,21.0,6.0,2.0
2021-11-23,14.0,155.0,287.0,63.0,543.0,93.0,50.0,3469.0,20.0,650.0,2.0,,,1.0,,1312.0,7.0,26.0,20.0,18.0,5.0,1.0
2021-11-24,8.0,161.0,319.0,103.0,490.0,96.0,26.0,3503.0,59.0,624.0,5.0,,,,,1186.0,25.0,38.0,16.0,16.0,3.0,2.0
2021-11-25,10.0,180.0,252.0,63.0,465.0,133.0,22.0,3426.0,31.0,725.0,4.0,,,1.0,,1172.0,21.0,41.0,18.0,178.0,6.0,3.0
2021-11-26,17.0,150.0,208.0,84.0,475.0,72.0,37.0,3662.0,21.0,663.0,3.0,,,,,1221.0,12.0,34.0,41.0,23.0,6.0,4.0
2021-11-27,11.0,163.0,222.0,50.0,464.0,48.0,30.0,3531.0,29.0,633.0,3.0,,,4.0,,1180.0,10.0,23.0,15.0,30.0,11.0,2.0
2021-11-28,22.0,127.0,241.0,65.0,766.0,55.0,29.0,3461.0,42.0,603.0,7.0,,,1.0,,1158.0,2.0,31.0,14.0,17.0,9.0,1.0
2021-11-29,5.0,180.0,325.0,78.0,578.0,57.0,40.0,5291.0,39.0,740.0,1.0,,,1.0,,1307.0,12.0,28.0,14.0,15.0,5.0,2.0
2021-11-30,10.0,167.0,278.0,66.0,1039.0,37.0,29.0,4050.0,35.0,670.0,6.0,,,,,1454.0,11.0,16.0,24.0,29.0,8.0,9.0
2021-12-01,8.0,233.0,265.0,41.0,512.0,67.0,25.0,3638.0,32.0,593.0,1.0,,,2.0,,1185.0,5.0,27.0,10.0,21.0,7.0,2.0
2021-12-02,7.0,218.0,318.0,51.0,556.0,82.0,20.0,3748.0,20.0,531.0,5.0,,,,,1188.0,6.0,33.0,7.0,33.0,4.0,3.0
2021-12-03,8.0,188.0,265.0,50.0,558.0,31.0,61.0,3463.0,72.0,592.0,1.0,,,1.0,,1099.0,4.0,37.0,17.0,76.0,5.0,1.0
2021-12-04,16.0,115.0,271.0,54.0,453.0,31.0,11.0,3161.0,26.0,587.0,2.0,,,1.0,,1102.0,5.0,31.0,9.0,36.0,6.0,1.0
2021-12-05,10.0,224.0,249.0,47.0,598.0,38.0,21.0,3435.0,23.0,519.0,2.0,,,1.0,,1299.0,9.0,14.0,12.0,21.0,5.0,6.0
2021-12-06,3.0,196.0,269.0,59.0,616.0,39.0,30.0,3412.0,29.0,522.0,3.0,,,1.0,,1107.0,4.0,26.0,6.0,24.0,3.0,2.0
2021-12-07,13.0,218.0,269.0,82.0,567.0,41.0,35.0,3526.0,24.0,550.0,3.0,,,1.0,,1249.0,7.0,38.0,15.0,23.0,7.0,1.0
2021-12-08,16.0,179.0,266.0,65.0,493.0,46.0,26.0,3250.0,34.0,539.0,5.0,,,1.0,,1236.0,7.0,32.0,8.0,20.0,6.0,
2021-12-09,11.0,172.0,336.0,58.0,540.0,84.0,16.0,3347.0,23.0,558.0,4.0,,,1.0,,1278.0,8.0,14.0,9.0,11.0,9.0,3.0
2021-12-10,10.0,134.0,284.0,49.0,511.0,39.0,14.0,3033.0,39.0,567.0,3.0,,,3.0,,1178.0,3.0,25.0,15.0,18.0,4.0,3.0
2021-12-11,8.0,122.0,261.0,46.0,479.0,41.0,25.0,3015.0,20.0,424.0,1.0,,,2.0,,1099.0,4.0,50.0,17.0,15.0,4.0,2.0
2021-12-12,6.0,153.0,268.0,38.0,543.0,58.0,34.0,3118.0,19.0,493.0,2.0,,,1.0,,1183.0,5.0,25.0,10.0,28.0,3.0,1.0
2021-12-13,5.0,164.0,252.0,49.0,535.0,66.0,30.0,3207.0,26.0,533.0,1.0,,,2.0,,1156.0,8.0,11.0,7.0,11.0,1.0,2.0
2021-12-14,7.0,162.0,295.0,51.0,607.0,48.0,30.0,3552.0,23.0,541.0,3.0,,,,,1229.0,4.0,25.0,8.0,10.0,6.0,1.0
2021-12-15,5.0,165.0,277.0,36.0,527.0,64.0,25.0,3522.0,20.0,582.0,4.0,,,1.0,,1164.0,3.0,19.0,15.0,19.0,5.0,
2021-12-16,8.0,124.0,268.0,45.0,559.0,43.0,32.0,2976.0,47.0,537.0,,,,,,1007.0,8.0,29.0,6.0,26.0,3.0,4.0
2021-12-17,11.0,135.0,213.0,86.0,473.0,35.0,38.0,3096.0,11.0,584.0,4.0,,,3.0,,1049.0,6.0,32.0,14.0,16.0,8.0,3.0
2021-12-18,7.0,131.0,210.0,31.0,404.0,29.0,23.0,3287.0,16.0,500.0,2.0,,,1.0,,1116.0,5.0,21.0,11.0,13.0,4.0,
2021-12-19,5.0,127.0,250.0,36.0,421.0,55.0,18.0,2982.0,26.0,526.0,3.0,,,1.0,,1042.0,8.0,33.0,10.0,9.0,10.0,1.0
2021-12-20,11.0,149.0,242.0,47.0,437.0,46.0,30.0,3029.0,16.0,564.0,5.0,,,2.0,,1093.0,2.0,29.0,16.0,22.0,6.0,4.0
2021-12-21,16.0,137.0,261.0,58.0,613.0,51.0,25.0,3134.0,28.0,562.0,2.0,,,1.0,,1228.0,1.0,25.0,8.0,14.0,2.0,
2021-12-22,7.0,152.0,213.0,44.0,466.0,39.0,30.0,3132.0,10.0,509.0,6.0,,,1.0,,1122.0,2.0,23.0,19.0,15.0,5.0,3.0
2021-12-23,8.0,121.0,203.0,37.0,334.0,23.0,39.0,3045.0,17.0,502.0,1.0,,,1.0,,1034.0,3.0,16.0,10.0,7.0,3.0,2.0
2021-12-24,7.0,116.0,208.0,29.0,357.0,26.0,41.0,3008.0,11.0,495.0,1.0,,,2.0,,1072.0,1.0,14.0,13.0,16.0,8.0,2.0
2021-12-25,8.0,125.0,182.0,46.0,340.0,21.0,20.0,2965.0,8.0,450.0,2.0,,,,,977.0,9.0,38.0,16.0,9.0,2.0,1.0
2021-12-26,3.0,146.0,244.0,43.0,459.0,34.0,26.0,3325.0,14.0,502.0,3.0,,,1.0,,1174.0,6.0,31.0,17.0,14.0,8.0,4.0
2021-12-27,8.0,141.0,229.0,73.0,418.0,47.0,16.0,3300.0,7.0,586.0,1.0,,,1.0,,1169.0,7.0,25.0,17.0,13.0,7.0,1.0
2021-12-28,9.0,147.0,269.0,54.0,387.0,56.0,33.0,3358.0,15.0,520.0,2.0,,,,,1213.0,5.0,22.0,15.0,27.0,4.0,2.0
2021-12-29,11.0,148.0,222.0,45.0,688.0,32.0,16.0,3123.0,27.0,587.0,1.0,,,1.0,,1231.0,2.0,28.0,15.0,23.0,3.0,
2021-12-30,5.0,119.0,237.0,50.0,806.0,38.0,9.0,3403.0,18.0,585.0,3.0,,,2.0,,1333.0,2.0,15.0,18.0,12.0,3.0,
2021-12-31,10.0,142.0,217.0,31.0,379.0,23.0,7.0,2850.0,24.0,471.0,4.0,,,1.0,,1104.0,2.0,19.0,9.0,14.0,12.0,2.0
2022-01-01,4.0,131.0,238.0,39.0,469.0,38.0,12.0,4097.0,18.0,603.0,2.0,,,2.0,,1318.0,5.0,21.0,18.0,10.0,2.0,
2022-01-02,4.0,149.0,288.0,69.0,628.0,38.0,22.0,3914.0,30.0,750.0,5.0,,,1.0,,1379.0,4.0,44.0,6.0,32.0,5.0,1.0
2022-01-03,10.0,144.0,245.0,45.0,811.0,166.0,21.0,3892.0,17.0,595.0,3.0,,,,,1385.0,3.0,28.0,18.0,17.0,5.0,6.0
2022-01-04,9.0,118.0,283.0,49.0,452.0,72.0,18.0,3397.0,20.0,624.0,1.0,,,1.0,,1090.0,4.0,26.0,13.0,18.0,9.0,5.0
2022-01-05,11.0,150.0,275.0,56.0,460.0,60.0,31.0,3503.0,23.0,587.0,1.0,,,1.0,,1244.0,5.0,24.0,9.0,21.0,2.0,1.0
2022-01-06,6.0,169.0,268.0,52.0,454.0,63.0,19.0,3520.0,32.0,606.0,4.0,,,,,1161.0,2.0,38.0,13.0,21.0,5.0,
2022-01-07,1.0,161.0,281.0,44.0,459.0,30.0,20.0,3394.0,28.0,581.0,1.0,,,2.0,,1080.0,2.0,38.0,12.0,18.0,10.0,2.0
2022-01-08,8.0,134.0,243.0,54.0,473.0,59.0,14.0,3365.0,19.0,508.0,2.0,,,,,1026.0,5.0,51.0,12.0,14.0,16.0,2.0
2022-01-09,9.0,195.0,230.0,47.0,492.0,43.0,25.0,3690.0,16.0,554.0,1.0,,,1.0,,1340.0,1.0,45.0,16.0,22.0,9.0,6.0
2022-01-10,11.0,120.0,255.0,49.0,423.0,35.0,25.0,3762.0,32.0,590.0,1.0,,,,,1251.0,6.0,30.0,16.0,17.0,4.0,4.0
2022-01-11,10.0,169.0,285.0,44.0,447.0,53.0,24.0,3780.0,29.0,570.0,,,,,,1230.0,4.0,30.0,17.0,22.0,6.0,1.0
2022-01-12,10.0,199.0,312.0,54.0,494.0,46.0,30.0,5422.0,22.0,834.0,5.0,,,3.0,,2956.0,1.0,24.0,9.0,23.0,11.0,1.0
2022-01-13,11.0,205.0,291.0,40.0,503.0,43.0,22.0,4050.0,40.0,692.0,6.0,,,,,1543.0,3.0,32.0,18.0,71.0,8.0,5.0
2022-01-14,5.0,178.0,253.0,56.0,411.0,33.0,50.0,3950.0,24.0,616.0,2.0,,,2.0,,1263.0,4.0,39.0,16.0,19.0,6.0,5.0
2022-01-15,9.0,109.0,223.0,53.0,440.0,36.0,37.0,3501.0,40.0,578.0,2.0,,,1.0,,1305.0,3.0,35.0,14.0,10.0,9.0,5.0
2022-01-16,10.0,172.0,270.0,37.0,456.0,33.0,21.0,3882.0,35.0,605.0,3.0,,,,,1312.0,1.0,20.0,14.0,20.0,3.0,2.0
2022-01-17,4.0,164.0,274.0,65.0,513.0,46.0,30.0,4279.0,36.0,645.0,,,,1.0,,1480.0,9.0,28.0,19.0,22.0,8.0,5.0
2022-01-18,8.0,176.0,303.0,53.0,747.0,47.0,20.0,4296.0,32.0,672.0,4.0,,,3.0,,1492.0,10.0,29.0,17.0,14.0,8.0,1.0
2022-01-19,10.0,177.0,312.0,72.0,551.0,43.0,47.0,4128.0,21.0,672.0,3.0,,,1.0,,1435.0,8.0,36.0,14.0,24.0,8.0,2.0
2022-01-20,14.0,175.0,318.0,70.0,489.0,53.0,36.0,4278.0,40.0,628.0,3.0,,,2.0,,1332.0,5.0,38.0,10.0,17.0,8.0,1.0
2022-01-21,9.0,172.0,284.0,42.0,486.0,37.0,34.0,4403.0,25.0,614.0,6.0,,,,,1288.0,4.0,27.0,14.0,28.0,11.0,4.0
2022-01-22,11.0,130.0,290.0,40.0,429.0,31.0,20.0,3851.0,20.0,578.0,4.0,,,1.0,,1335.0,10.0,16.0,13.0,16.0,4.0,
2022-01-23,8.0,170.0,249.0,46.0,465.0,29.0,29.0,3812.0,33.0,611.0,6.0,,,,,1347.0,2.0,41.0,11.0,18.0,5.0,2.0
2022-01-24,12.0,167.0,349.0,69.0,714.0,46.0,24.0,4075.0,33.0,647.0,3.0,,,1.0,,1638.0,5.0,26.0,15.0,29.0,12.0,1.0
2022-01-25,8.0,190.0,285.0,50.0,734.0,46.0,29.0,4071.0,16.0,712.0,2.0,,,1.0,,1556.0,4.0,27.0,16.0,14.0,6.0,2.0
2022-01-26,7.0,166.0,357.0,49.0,3222.0,37.0,61.0,5701.0,29.0,874.0,4.0,,,,,2029.0,3.0,20.0,12.0,15.0,7.0,2.0
2022-01-27,15.0,174.0,307.0,57.0,724.0,33.0,53.0,4227.0,24.0,671.0,3.0,,,2.0,,1453.0,3.0,37.0,7.0,26.0,4.0,4.0
2022-01-28,15.0,181.0,277.0,47.0,609.0,48.0,31.0,4205.0,25.0,682.0,1.0,,,1.0,,1594.0,4.0,39.0,9.0,18.0,6.0,5.0
2022-01-29,16.0,144.0,284.0,68.0,561.0,30.0,47.0,3770.0,27.0,672.0,3.0,,,,,1372.0,6.0,31.0,11.0,24.0,5.0,3.0
2022-01-30,26.0,155.0,269.0,145.0,587.0,45.0,68.0,3852.0,32.0,627.0,2.0,,,2.0,,1342.0,,25.0,10.0,13.0,5.0,3.0
2022-01-31,15.0,171.0,308.0,67.0,702.0,53.0,70.0,4066.0,33.0,689.0,1.0,,,2.0,,1388.0,2.0,33.0,16.0,20.0,8.0,
2022-02-01,4.0,162.0,352.0,69.0,540.0,44.0,41.0,4004.0,21.0,690.0,2.0,,,2.0,,1601.0,2.0,40.0,7.0,24.0,9.0,
2022-02-02,7.0,168.0,310.0,64.0,662.0,53.0,50.0,4212.0,27.0,672.0,2.0,,,2.0,,1493.0,3.0,40.0,13.0,28.0,6.0,5.0
2022-02-03,6.0,175.0,346.0,59.0,526.0,31.0,51.0,3920.0,25.0,602.0,2.0,,,2.0,,1412.0,,35.0,18.0,26.0,6.0,1.0
2022-02-04,13.0,172.0,327.0,58.0,499.0,47.0,68.0,3777.0,29.0,699.0,3.0,,,1.0,,1363.0,5.0,35.0,28.0,25.0,3.0,3.0
