,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2020-06-03,58,,,,,,,,,,,5037,,,,,,,,,,
2020-06-04,33,,,,,,,,,,,3856,,,,,,,,,,
2020-06-05,54,,,,,,,,,,,4015,,,,,,,,,,
2020-06-06,54,,,,,,,,,,,4197,,,,,,,,,,
2020-06-07,41,,,,,,,,,,,4074,,,,,,,,,,
2020-06-08,40,,,,,,,,,,,5378,,,,,,,,,,
2020-06-09,38,,,,,,,,,,,5397,,,,,,,,,,
2020-06-10,36,,,,,,,,,,,5506,,,,,,,,,,
2020-06-11,26,,,,,,,,,,,4554,,,,,,,,,,
2020-06-12,43,,,,,,,,,,,4208,,,,,,,,,,
2020-06-13,43,,,,,,,,,,,4057,,,,,,,,,,
2020-06-14,44,,,,,,,,,,,4004,,,,,,,,,,
2020-06-15,49,,,,,,,,,,,4866,,,,,,,,,,
2020-06-16,41,,,,,,,,,,,3853,,,,,,,,,,
2020-06-17,88,,,,,,,,,,,3602,,,,,,,,,,
2020-06-18,73,,,,,,,,,,,3954,,,,,,,,,,
2020-06-19,33,,,,,,,,,,,3599,,,,,,,,,,
2020-06-20,39,,,,,,,,,,,3579,,,,,,,,,,
2020-06-21,45,,,,,,,,,,,3457,,,,,,,,,,
2020-06-22,57,,,,,,,,,,,3662,,,,,,,,,,
2020-06-23,48,,,,,,,,,,,3374,,,,,,,,,,
2020-06-24,57,,,,,,,,,,,3069,,,,,,,,,,
2020-06-25,35,,,,,,,,,,,3486,,,,,,,,,,
2020-06-26,48,,,,,,,,,,,3369,,,,,,,,,,
2020-06-27,51,,,,,,,,,,,3456,,,,,,,,,,
2020-06-28,49,,,,,,,,,,,3614,,,,,,,,,,
2020-06-29,59,,,,,,,,,,,3504,,,,,,,,,,
2020-06-30,49,,,,,,,,,,,4103,,,,,,,,,,
2020-07-01,46,,,,,,,,,,,6053,,,,,,,,,,
2020-07-02,48,,,,,,,,,,,3851,,,,,,,,,,
2020-07-03,41,,,,,,,,,,,3814,,,,,,,,,,
2020-07-04,43,,,,,,,,,,,4105,,,,,,,,,,
2020-07-05,52,,,,,,,,,,,3801,,,,,,,,,,
2020-07-06,38,,,,,,,,,,,3561,,,,,,,,,,
2020-07-07,20,,,,,,,,,,,4740,,,,,,,,,,
2020-07-08,33,,,,,,,,,,,3720,,,,,,,,,,
2020-07-09,46,,,,,,,,,,,3550,,,,,,,,,,
2020-07-10,25,,,,,,,,,,,3695,,,,,,,,,,
2020-07-11,57,,,,,,,,,,,4359,,,,,,,,,,
2020-07-12,46,,,,,,,,,,,3983,,,,,,,,,,
2020-07-13,35,,,,,,,,,,,3346,,,,,,,,,,
2020-07-14,46,,,,,,,,,,,3432,,,,,,,,,,
2020-07-15,42,,,,,,,,,,,5039,,,,,,,,,,
2020-07-16,56,,,,,,,,,,,4325,,,,,,,,,,
2020-07-17,32,,,,,,,,,,,3876,,,,,,,,,,
2020-07-18,98,,,,,,,,,,,3899,,,,,,,,,,
2020-07-19,73,,,,,,,,,,,6762,,,,,,,,,,
2020-07-20,37,,,,,,,,,,,4498,,,,,,,,,,
2020-07-21,32,,,,,,,,,,,3536,,,,,,,,,,
2020-07-22,31,,,,,,,,,,,4058,,,,,,,,,,
2020-07-23,42,,,,,,,,,,,3578,,,,,,,,,,
2020-07-24,34,,,,,,,,,,,3365,,,,,,,,,,
2020-07-25,33,,,,,,,,,,,3258,,,,,,,,,,
2020-07-26,19,,,,,,,,,,,7581,,,,,,,,,,
2020-07-27,22,,,,,,,,,,,5111,,,,,,,,,,
2020-07-28,26,,,,,,,,,,,4040,,,,,,,,,,
2020-07-29,29,,,,,,,,,,,3330,,,,,,,,,,
2020-07-30,30,,,,,,,,,,,3688,,,,,,,,,,
2020-07-31,44,,,,,,,,,,,3026,,,,,,,,,,
2020-08-01,34,,,,,,,,,,,3658,,,,,,,,,,
2020-08-02,16,,,,,,,,,,,3518,,,,,,,,,,
2020-08-03,29,,,,,,,,,,,3910,,,,,,,,,,
2020-08-04,34,,,,,,,,,,,3366,,,,,,,,,,
2020-08-05,17,,,,,,,,,,,4701,,,,,,,,,,
2020-08-06,29,,,,,,,,,,,5908,,,,,,,,,,
2020-08-07,32,,,,,,,,,,,5981,,,,,,,,,,
2020-08-08,18,,,,,,,,,,,6681,,,,,,,,,,
2020-08-09,36,,,,,,,,,,,7351,,,,,,,,,,
2020-08-10,37,,,,,,,,,,,6534,,,,,,,,,,
2020-08-11,32,,,,,,,,,,,6260,,,,,,,,,,
2020-08-12,19,,,,,,,,,,,5212,,,,,,,,,,
2020-08-13,17,,,,,,,,,,,4965,,,,,,,,,,
2020-08-14,30,,,,,,,,,,,4573,,,,,,,,,,
2020-08-15,30,,,,,,,,,,,4546,,,,,,,,,,
2020-08-16,24,,,,,,,,,,,4879,,,,,,,,,,
2020-08-17,18,,,,,,,,,,,4489,,,,,,,,,,
2020-08-18,26,,,,,,,,,,,4117,,,,,,,,,,
2020-08-19,32,,,,,,,,,,,4122,,,,,,,,,,
2020-08-20,29,,,,,,,,,,,3670,,,,,,,,,,
2020-08-21,24,,,,,,,,,,,3597,,,,,,,,,,
2020-08-22,28,,,,,,,,,,,3761,,,,,,,,,,
2020-08-23,24,,,,,,,,,,,3837,,,,,,,,,,
2020-08-24,27,,,,,,,,,,,3832,,,,,,,,,,
2020-08-25,30,,,,,,,,,,,4465,,,,,,,,,,
2020-08-26,30,,,,,,,,,,,3813,,,,,,,,,,
2020-08-27,26,,,,,,,,,,,3874,,,,,,,,,,
2020-08-28,32,,,,,,,,,,,3556,,,,,,,,,,
2020-08-29,22,,,,,,,,,,,3770,,,,,,,,,,
2020-08-30,29,,,,,,,,,,,3903,,,,,,,,,,
2020-08-31,30,,,,,,,,,,,5867,,,,,,,,,,
2020-09-01,40,,,,,,,,,,,5105,,,,,,,,,,
2020-09-02,19,,,,,,,,,,,4074,,,,,,,,,,
2020-09-03,21,,,,,,,,,,,4069,,,,,,,,,,
2020-09-04,34,,,,,,,,,,,3657,,,,,,,,,,
2020-09-05,11,,,,,,,,,,,3573,,,,,,,,,,
2020-09-06,21,,,,,,,,,,,3870,,,,,,,,,,
2020-09-07,18,,,,,,,,,,,4814,,,,,,,,,,
2020-09-08,25,,,,,,,,,,,4492,,,,,,,,,,
2020-09-09,28,,,,,,,,,,,3874,,,,,,,,,,
2020-09-10,36,,,,,,,,,,,3613,,,,,,,,,,
2020-09-11,22,,,,,,,,,,,4499,,,,,,,,,,
2020-09-12,33,,,,,,,,,,,3599,,,,,,,,,,
2020-09-13,31,,,,,,,,,,,3727,,,,,,,,,,
2020-09-14,356,,,,,,,,,,,4020,,,,,,,,,,
2020-09-15,273,,,,,,,,,,,4663,,,,,,,,,,
2020-09-16,216,,,,,,,,,,,3986,,,,,,,,,,
2020-09-17,150,,,,,,,,,,,3640,,,,,,,,,,
2020-09-18,103,,,,,,,,,,,3420,,,,,,,,,,
2020-09-19,44,,,,,,,,,,,4577,,,,,,,,,,
2020-09-20,34,,,,,,,,,,,4268,,,,,,,,,,
2020-09-21,26,,,,,,,,,,,3966,,,,,,,,,,
2020-09-22,44,,,,,,,,,,,3474,,,,,,,,,,
2020-09-23,28,,,,,,,,,,,3557,,,,,,,,,,
2020-09-24,34,,,,,,,,,,,3447,,,,,,,,,,
2020-09-25,235,,,,,,,,,,,3341,,,,,,,,,,
2020-09-26,29,,,,,,,,,,,3253,,,,,,,,,,
2020-09-27,27,,,,,,,,,,,3433,,,,,,,,,,
2020-09-28,25,,,,,,,,,,,3612,,,,,,,,,,
2020-09-29,15,,,,,,,,,,,3524,,,,,,,,,,
2020-09-30,15,,,,,,,,,,,3225,,,,,,,,,,
2020-10-01,25,,,,,,,,,,,8427,,,,,,,,,,
2020-10-02,22,,,,,,,,,,,3454,,,,,,,,,,
2020-10-03,20,,,,,,,,,,,3079,,,,,,,,,,
2020-10-04,22,,,,,,,,,,,4170,,,,,,,,,,
2020-10-05,32,,,,,,,,,,,3709,,,,,,,,,,
2020-10-06,41,,,,,,,,,,,3391,,,,,,,,,,
2020-10-07,15,,,,,,,,,,,3299,,,,,,,,,,
2020-10-08,29,,,,,,,,,,,3166,,,,,,,,,,
2020-10-09,23,,,,,,,,,,,3375,,,,,,,,,,
2020-10-10,20,,,,,,,,,,,2881,,,,,,,,,,
2020-10-11,43,,,,,,,,,,,3364,,,,,,,,,,
2020-10-12,18,,,,,,,,,,,3192,,,,,,,,,,
2020-10-13,22,,,,,,,,,,,3368,,,,,,,,,,
2020-10-14,29,,,,,,,,,,,3331,,,,,,,,,,
2020-10-15,20,,,,,,,,,,,3316,,,,,,,,,,
2020-10-16,27,,,,,,,,,,,3142,,,,,,,,,,
2020-10-17,31,,,,,,,,,,,3158,,,,,,,,,,
2020-10-18,16,,,,,,,,,,,4113,,,,,,,,,,
2020-10-19,26,,,,,,,,,,,3546,,,,,,,,,,
2020-10-20,50,,,,,,,,,,,3435,,,,,,,,,,
2020-10-21,19,,,,,,,,,,,3654,,,,,,,,,,
2020-10-22,14,,,,,,,,,,,3497,,,,,,,,,,
2020-10-23,33,,,,,,,,,,,3237,,,,,,,,,,
2020-10-24,36,,,,,,,,,,,3187,,,,,,,,,,
2020-10-25,19,,,,,,,,,,,3757,,,,,,,,,,
2020-10-26,13,,,,,,,,,,,3931,,,,,,,,,,
2020-10-27,30,,,,,,,,,,,3794,,,,,,,,,,
2020-10-28,23,,,,,,,,,,,3723,,,,,,,,,,
2020-10-29,14,,,,,,,,,,,3461,,,,,,,,,,
2020-10-30,26,,,,,,,,,,,3260,,,,,,,,,,
2020-10-31,36,,,,,,,,,,,3022,,,,,,,,,,
2020-11-01,27,,,,,,,,,,,3883,,,,,,,,,,
2020-11-02,17,,,,,,,,,,,3528,,,,,,,,,,
2020-11-03,32,,,,,,,,,,,3485,,,,,,,,,,
2020-11-04,20,,,,,,,,,,,2840,,,,,,,,,,
2020-11-05,24,,,,,,,,,,,3119,,,,,,,,,,
2020-11-06,29,,,,,,,,,,,3052,,,,,,,,,,
2020-11-07,27,,,,,,,,,,,2907,,,,,,,,,,
2020-11-08,33,,,,,,,,,,,3442,,,,,,,,,,
2020-11-09,21,,,,,,,,,,,3388,,,,,,,,,,
2020-11-10,31,,,,,,,,,,,3418,,,,,,,,,,
2020-11-11,29,,,,,,,,,,,3323,,,,,,,,,,
2020-11-12,26,,,,,,,,,,,3541,,,,,,,,,,
2020-11-13,22,,,,,,,,,,,3298,,,,,,,,,,
2020-11-14,14,,,,,,,,,,,2945,,,,,,,,,,
2020-11-15,34,,,,,,,,,,,3340,,,,,,,,,,
2020-11-16,19,,,,,,,,,,,3512,,,,,,,,,,
2020-11-17,24,,,,,,,,,,,3691,,,,,,,,,,
2020-11-18,23,,,,,,,,,,,5290,,,,,,,,,,
2020-11-19,27,,,,,,,,,,,4257,,,,,,,,,,
2020-11-20,16,,,,,,,,,,,3573,,,,,,,,,,
2020-11-21,36,,,,,,,,,,,3350,,,,,,,,,,
2020-11-22,31,,,,,,,,,,,4640,,,,,,,,,,
2020-11-23,14,,,,,,,,,,,3942,,,,,,,,,,
2020-11-24,24,,,,,,,,,,,3653,,,,,,,,,,
2020-11-25,26,,,,,,,,,,,3541,,,,,,,,,,
2020-11-26,14,,,,,,,,,,,3619,,,,,,,,,,
2020-11-27,27,,,,,,,,,,,3330,,,,,,,,,,
2020-11-28,28,,,,,,,,,,,3446,,,,,,,,,,
2020-11-29,17,,,,,,,,,,,4241,,,,,,,,,,
2020-11-30,30,,,,,,,,,,,3707,,,,,,,,,,
2020-12-01,25,,,,,,,,,,,3727,,,,,,,,,,
2020-12-02,19,,,,,,,,,,,3654,,,,,,,,,,
2020-12-03,22,,,,,,,,,,,3678,,,,,,,,,,
2020-12-04,21,,,,,,,,,,,3707,,,,,,,,,,
2020-12-05,15,,,,,,,,,,,3200,,,,,,,,,,
2020-12-06,21,,,,,,,,,,,3391,,,,,,,,,,
2020-12-07,28,,,,,,,,,,,3462,,,,,,,,,,
2020-12-08,22,,,,,,,,,,,3446,,,,,,,,,,
2020-12-09,19,,,,,,,,,,,3507,,,,,,,,,,
2020-12-10,21,,,,,,,,,,,3659,,,,,,,,,,
2020-12-11,22,,,,,,,,,,,4862,,,,,,,,,,
2020-12-12,26,,,,,,,,,,,3519,,,,,,,,,,
2020-12-13,20,,,,,,,,,,,3832,,,,,,,,,,
2020-12-14,23,,,,,,,,,,,3419,,,,,,,,,,
2020-12-15,12,,,,,,,,,,,3486,,,,,,,,,,
2020-12-16,33,,,,,,,,,,,3793,,,,,,,,,,
2020-12-17,11,,,,,,,,,,,3418,,,,,,,,,,
2020-12-18,17,,,,,,,,,,,3326,,,,,,,,,,
2020-12-19,14,,,,,,,,,,,3224,,,,,,,,,,
2020-12-20,23,,,,,,,,,,,3218,,,,,,,,,,
2020-12-21,19,,,,,,,,,,,3566,,,,,,,,,,
2020-12-22,27,,,,,,,,,,,3752,,,,,,,,,,
2020-12-23,20,,,,,,,,,,,3289,,,,,,,,,,
2020-12-24,22,,,,,,,,,,,2919,,,,,,,,,,
2020-12-25,11,,,,,,,,,,,2750,,,,,,,,,,
2020-12-26,12,,,,,,,,,,,4842,,,,,,,,,,
2020-12-27,26,,,,,,,,,,,3744,,,,,,,,,,
2020-12-28,21,,,,,,,,,,,3617,,,,,,,,,,
2020-12-29,25,,,,,,,,,,,3539,,,,,,,,,,
2020-12-30,13,,,,,,,,,,,3212,,,,,,,,,,
2020-12-31,13,,,,,,,,,,,2982,,,,,,,,,,
2021-01-01,19,,,,,,,,,,,3155,,,,,,,,,,
2021-01-02,12,,,,,,,,,,,3536,,,,,,,,,,
2021-01-03,21,,,,,,,,,,,3965,,,,,,,,,,
2021-01-04,13,,,,,,,,,,,4345,,,,,,,,,,
2021-01-05,21,,,,,,,,,,,3713,,,,,,,,,,
2021-01-06,18,,,,,,,,,,,3358,,,,,,,,,,
2021-01-07,14,,,,,,,,,,,3400,,,,,,,,,,
2021-01-08,22,,,,,,,,,,,3617,,,,,,,,,,
2021-01-09,29,,,,,,,,,,,5465,,,,,,,,,,
2021-01-10,31,,,,,,,,,,,4161,,,,,,,,,,
2021-01-11,24,,,,,,,,,,,4048,,,,,,,,,,
2021-01-12,14,,,,,,,,,,,3882,,,,,,,,,,
2021-01-13,31,,,,,,,,,,,3925,,,,,,,,,,
2021-01-14,31,,,,,,,,,,,4580,,,,,,,,,,
2021-01-15,7,,,,,,,,,,,4167,,,,,,,,,,
2021-01-16,25,,,,,,,,,,,4046,,,,,,,,,,
2021-01-17,14,,,,,,,,,,,4130,,,,,,,,,,
2021-01-18,53,,,,,,,,,,,4678,,,,,,,,,,
2021-01-19,26,,,,,,,,,,,4195,,,,,,,,,,
2021-01-20,39,,,,,,,,,,,3623,,,,,,,,,,
2021-01-21,47,,,,,,,,,,,3682,,,,,,,,,,
2021-01-22,49,,,,,,,,,,,4183,,,,,,,,,,
2021-01-23,59,,,,,,,,,,,3766,,,,,,,,,,
2021-01-24,49,,,,,,,,,,,4271,,,,,,,,,,
2021-01-25,75,,,,,,,,,,,3741,,,,,,,,,,
2021-01-26,49,,,,,,,,,,,4216,,,,,,,,,,
2021-01-27,16,,,,,,,,,,,4101,,,,,,,,,,
2021-01-28,20,,,,,,,,,,,4039,,,,,,,,,,
2021-01-29,17,,,,,,,,,,,4019,,,,,,,,,,
2021-01-30,54,,,,,,,,,,,6052,,,,,,,,,,
2021-01-31,8,,,,,,,,,,,4542,,,,,,,,,,
2021-02-01,23,,,,,,,,,,,4577,,,,,,,,,,
2021-02-02,14,,,,,,,,,,,3970,,,,,,,,,,
2021-02-03,17,,,,,,,,,,,4174,,,,,,,,,,
2021-02-04,19,,,,,,,,,,,4548,,,,,,,,,,
2021-02-05,21,,,,,,,,,,,3875,,,,,,,,,,
2021-02-06,13,,,,,,,,,,,4099,,,,,,,,,,
2021-02-07,22,,,,,,,,,,,4166,,,,,,,,,,
2021-02-08,16,,,,,,,,,,,3967,,,,,,,,,,
2021-02-09,15,,,,,,,,,,,3991,,,,,,,,,,
2021-02-10,25,,,,,,,,,,,4245,,,,,,,,,,
2021-02-11,22,,,,,,,,,,,4502,,,,,,,,,,
2021-02-12,30,,,,,,,,,,,3730,,,,,,,,,,
2021-02-13,31,,,,,,,,,,,3640,,,,,,,,,,
2021-02-14,105,,,,,,,,,,,4851,,,,,,,,,,
2021-02-15,321,,,,,,,,,,,4377,,,,,,,,,,
2021-02-16,114,,,,,,,,,,,4762,,,,,,,,,,
2021-02-17,110,,,,,,,,,,,5046,,,,,,,,,,
2021-02-18,68,,,,,,,,,,,6095,,,,,,,,,,
2021-02-19,56,,,,,,,,,,,5086,,,,,,,,,,
2021-02-20,75,,,,,,,,,,,3931,,,,,,,,,,
2021-02-21,43,,,,,,,,,,,5362,,,,,,,,,,
2021-02-22,73,,,,,,,,,,,5708,,,,,,,,,,
2021-02-23,183,,,,,,,,,,,5315,,,,,,,,,,
2021-02-24,175,,,,,,,,,,,4446,,,,,,,,,,
2021-02-25,132,,,,,,,,,,,4521,,,,,,,,,,
2021-02-26,44,,,,,,,,,,,4176,,,,,,,,,,
2021-02-27,37,,,,,,,,,,,3964,,,,,,,,,,
2021-02-28,37,,,,,,,,,,,4536,,,,,,,,,,
2021-03-01,42,,,,,,,,,,,4209,,,,,,,,,,
2021-03-02,41,,,,,,,,,,,4215,,,,,,,,,,
2021-03-03,34,,,,,,,,,,,4397,,,,,,,,,,
2021-03-04,40,,,,,,,,,,,4217,,,,,,,,,,
2021-03-05,37,,,,,,,,,,,3990,,,,,,,,,,
2021-03-06,44,,,,,,,,,,,4642,,,,,,,,,,
2021-03-07,27,,,,,,,,,,,5588,,,,,,,,,,
2021-03-08,65,,,,,,,,,,,4967,,,,,,,,,,
2021-03-09,46,,,,,,,,,,,4422,,,,,,,,,,
2021-03-10,30,,,,,,,,,,,4205,,,,,,,,,,
2021-03-11,41,,,,,,,,,,,4002,,,,,,,,,,
2021-03-12,36,,,,,,,,,,,4086,,,,,,,,,,
2021-03-13,19,,,,,,,,,,,3577,,,,,,,,,,
2021-03-14,29,,,,,,,,,,,5646,,,,,,,,,,
2021-03-15,40,,,,,,,,,,,4616,,,,,,,,,,
2021-03-16,45,,,,,,,,,,,4332,,,,,,,,,,
2021-03-17,38,,,,,,,,,,,4106,,,,,,,,,,
2021-03-18,20,,,,,,,,,,,4427,,,,,,,,,,
2021-03-19,28,,,,,,,,,,,4459,,,,,,,,,,
2021-03-20,17,,,,,,,,,,,4118,,,,,,,,,,
2021-03-21,22,,,,,,,,,,,5020,,,,,,,,,,
2021-03-22,31,,,,,,,,,,,5211,,,,,,,,,,
2021-03-23,36,,,,,,,,,,,4720,,,,,,,,,,
2021-03-24,45,,,,,,,,,,,4652,,,,,,,,,,
2021-03-25,28,,,,,,,,,,,4878,,,,,,,,,,
2021-03-26,9,,,,,,,,,,,5133,,,,,,,,,,
2021-03-27,28,,,,,,,,,,,5590,,,,,,,,,,
2021-03-28,34,,,,,,,,,,,4868,,,,,,,,,,
2021-03-29,33,,,,,,,,,,,5434,,,,,,,,,,
2021-03-30,33,,,,,,,,,,,4978,,,,,,,,,,
2021-03-31,27,,,,,,,,,,,4856,,,,,,,,,,
2021-04-01,18,,,,,,,,,,,4179,,,,,,,,,,
2021-04-02,33,,,,,,,,,,,4251,,,,,,,,,,
2021-04-03,14,,,,,,,,,,,5346,,,,,,,,,,
2021-04-04,22,,,,,,,,,,,4127,,,,,,,,,,
2021-04-05,21,,,,,,,,,,,4892,,,,,,,,,,
2021-04-06,23,,,,,,,,,,,4788,,,,,,,,,,
2021-04-07,18,,,,,,,,,,,7745,,,,,,,,,,
2021-04-08,29,,,,,,,,,,,5148,,,,,,,,,,
2021-04-09,33,,,,,,,,,,,4270,,,,,,,,,,
2021-04-10,22,,,,,,,,,,,3895,,,,,,,,,,
2021-04-11,17,,,,,,,,,,,4140,,,,,,,,,,
2021-04-12,25,,,,,,,,,,,4284,,,,,,,,,,
2021-04-13,25,,,,,,,,,,,4323,,,,,,,,,,
2021-04-14,22,,,,,,,,,,,4164,,,,,,,,,,
2021-04-15,20,,,,,,,,,,,4117,,,,,,,,,,
2021-04-16,15,,,,,,,,,,,3727,,,,,,,,,,
2021-04-17,22,,,,,,,,,,,3966,,,,,,,,,,
2021-04-18,18,,,,,,,,,,,20403,,,,,,,,,,
2021-04-19,28,,,,,,,,,,,5921,,,,,,,,,,
2021-04-20,13,,,,,,,,,,,6214,,,,,,,,,,
2021-04-21,8,,,,,,,,,,,4606,,,,,,,,,,
2021-04-22,29,,,,,,,,,,,4169,,,,,,,,,,
2021-04-23,31,,,,,,,,,,,4163,,,,,,,,,,
2021-04-24,18,,,,,,,,,,,3879,,,,,,,,,,
2021-04-25,12,,,,,,,,,,,3808,,,,,,,,,,
2021-04-26,18,,,,,,,,,,,4038,,,,,,,,,,
2021-04-27,26,,,,,,,,,,,3882,,,,,,,,,,
2021-04-28,32,,,,,,,,,,,3953,,,,,,,,,,
2021-04-29,16,,,,,,,,,,,4113,,,,,,,,,,
2021-04-30,31,,,,,,,,,,,3595,,,,,,,,,,
2021-05-01,22,,,,,,,,,,,3401,,,,,,,,,,
2021-05-02,21,,,,,,,,,,,3529,,,,,,,,,,
2021-05-03,24,,,,,,,,,,,4373,,,,,,,,,,
2021-05-04,11,,,,,,,,,,,4152,,,,,,,,,,
2021-05-05,24,,,,,,,,,,,4749,,,,,,,,,,
2021-05-06,14,,,,,,,,,,,4502,,,,,,,,,,
2021-05-07,18,,,,,,,,,,,3782,,,,,,,,,,
2021-05-08,10,,,,,,,,,,,3964,,,,,,,,,,
2021-05-09,36,,,,,,,,,,,4258,,,,,,,,,,
2021-05-10,24,,,,,,,,,,,5367,,,,,,,,,,
2021-05-11,12,,,,,,,,,,,4765,,,,,,,,,,
2021-05-12,30,,,,,,,,,,,4698,,,,,,,,,,
2021-05-13,16,,,,,,,,,,,4663,,,,,,,,,,
2021-05-14,16,,,,,,,,,,,4679,,,,,,,,,,
2021-05-15,27,,,,,,,,,,,4416,,,,,,,,,,
2021-05-16,16,,,,,,,,,,,6921,,,,,,,,,,
2021-05-17,16,,,,,,,,,,,5881,,,,,,,,,,
2021-05-18,23,,,,,,,,,,,5182,,,,,,,,,,
2021-05-19,18,,,,,,,,,,,4702,,,,,,,,,,
2021-05-20,20,,,,,,,,,,,4465,,,,,,,,,,
2021-05-21,12,,,,,,,,,,,4016,,,,,,,,,,
2021-05-22,23,,,,,,,,,,,4262,,,,,,,,,,
2021-05-23,22,,,,,,,,,,,5708,,,,,,,,,,
2021-05-24,23,,,,,,,,,,,4986,,,,,,,,,,
2021-05-25,33,,,,,,,,,,,4729,,,,,,,,,,
2021-05-26,32,,,,,,,,,,,4854,,,,,,,,,,
2021-05-27,14,,,,,,,,,,,11053,,,,,,,,,,
2021-05-28,18,,,,,,,,,,,8558,,,,,,,,,,
2021-05-29,29,,,,,,,,,,,6981,,,,,,,,,,
2021-05-30,15,,,,,,,,,,,5718,,,,,,,,,,
2021-05-31,21,,,,,,,,,,,5188,,,,,,,,,,
2021-06-01,29,,,,,,,,,,,5015,,,,,,,,,,
2021-06-02,17,,,,,,,,,,,4457,,,,,,,,,,
2021-06-03,16,,,,,,,,,,,4796,,,,,,,,,,
2021-06-04,19,,,,,,,,,,,4409,,,,,,,,,,
2021-06-05,18,,,,,,,,,,,3804,,,,,,,,,,
2021-06-06,14,,,,,,,,,,,3954,,,,,,,,,,
2021-06-07,26,,,,,,,,,,,4146,,,,,,,,,,
2021-06-08,26,,,,,,,,,,,4224,,,,,,,,,,
2021-06-09,20,,,,,,,,,,,3886,,,,,,,,,,
2021-06-10,23,,,,,,,,,,,3872,,,,,,,,,,
2021-06-11,21,,,,,,,,,,,3736,,,,,,,,,,
2021-06-12,23,,,,,,,,,,,3492,,,,,,,,,,
2021-06-13,25,,,,,,,,,,,3551,,,,,,,,,,
2021-06-14,18,,,,,,,,,,,3591,,,,,,,,,,
2021-06-15,31,,,,,,,,,,,3669,,,,,,,,,,
2021-06-16,25,,,,,,,,,,,3594,,,,,,,,,,
2021-06-17,30,,,,,,,,,,,3850,,,,,,,,,,
2021-06-18,14,,,,,,,,,,,3589,,,,,,,,,,
2021-06-19,47,,,,,,,,,,,3596,,,,,,,,,,
2021-06-20,17,,,,,,,,,,,4018,,,,,,,,,,
2021-06-21,23,,,,,,,,,,,3986,,,,,,,,,,
2021-06-22,22,,,,,,,,,,,3952,,,,,,,,,,
2021-06-23,11,,,,,,,,,,,3688,,,,,,,,,,
2021-06-24,29,,,,,,,,,,,3657,,,,,,,,,,
2021-06-25,14,,,,,,,,,,,4108,,,,,,,,,,
2021-06-26,16,,,,,,,,,,,3605,,,,,,,,,,
2021-06-27,13,,,,,,,,,,,3844,,,,,,,,,,
2021-06-28,16,,,,,,,,,,,4631,,,,,,,,,,
2021-06-29,10,,,,,,,,,,,3907,,,,,,,,,,
2021-06-30,8,,,,,,,,,,,3909,,,,,,,,,,
2021-07-01,26,,,,,,,,,,,5737,,,,,,,,,,
2021-07-02,11,,,,,,,,,,,3984,,,,,,,,,,
2021-07-03,17,,,,,,,,,,,3943,,,,,,,,,,
2021-07-04,21,,,,,,,,,,,5157,,,,,,,,,,
2021-07-05,24,,,,,,,,,,,4321,,,,,,,,,,
2021-07-06,21,,,,,,,,,,,5143,,,,,,,,,,
2021-07-07,33,,,,,,,,,,,4498,,,,,,,,,,
2021-07-08,32,,,,,,,,,,,4207,,,,,,,,,,
2021-07-09,29,,,,,,,,,,,4022,,,,,,,,,,
2021-07-10,22,,,,,,,,,,,4040,,,,,,,,,,
2021-07-11,26,,,,,,,,,,,4123,,,,,,,,,,
2021-07-12,16,,,,,,,,,,,4282,,,,,,,,,,
2021-07-13,20,,,,,,,,,,,4357,,,,,,,,,,
2021-07-14,37,,,,,,,,,,,4071,,,,,,,,,,
2021-07-15,12,,,,,,,,,,,4439,,,,,,,,,,
2021-07-16,10,,,,,,,,,,,4301,,,,,,,,,,
2021-07-17,32,,,,,,,,,,,3921,,,,,,,,,,
2021-07-18,29,,,,,,,,,,,4495,,,,,,,,,,
2021-07-19,28,,,,,,,,,,,4345,,,,,,,,,,
2021-07-20,13,,,,,,,,,,,4017,,,,,,,,,,
2021-07-21,20,,,,,,,,,,,3968,,,,,,,,,,
2021-07-22,25,,,,,,,,,,,3840,,,,,,,,,,
2021-07-23,30,,,,,,,,,,,4203,,,,,,,,,,
2021-07-24,35,,,,,,,,,,,3996,,,,,,,,,,
2021-07-25,33,,,,,,,,,,,4128,,,,,,,,,,
2021-07-26,25,,,,,,,,,,,3898,,,,,,,,,,
2021-07-27,198,,,,,,,,,,,3721,,,,,,,,,,
2021-07-28,25,,,,,,,,,,,3831,,,,,,,,,,
2021-07-29,27,,,,,,,,,,,6367,,,,,,,,,,
2021-07-30,28,,,,,,,,,,,3908,,,,,,,,,,
2021-07-31,31,,,,,,,,,,,3522,,,,,,,,,,
2021-08-01,24,,,,,,,,,,,3725,,,,,,,,,,
2021-08-02,38,,,,,,,,,,,4050,,,,,,,,,,
2021-08-03,18,,,,,,,,,,,3833,,,,,,,,,,
2021-08-04,16,,,,,,,,,,,4222,,,,,,,,,,
